county,l_ren
 County,0.0
Alameda County,1512.9829510582717
Alpine County,24.4128396
Amador County,42.713424
Butte County,182.86168249
Calaveras County,12.80313704
Clark County,0.0
Colusa County,37.71105652
Contra Costa County,1087.6759356969508
El Dorado County,82.63448351564861
Esmeralda County,5.103340177716332
Fresno County,662.4180024002176
Glenn County,46.17921741642396
Humboldt County,84.61222339546046
Imperial County,90.77584938629731
Inyo County,111.61361160051614
Josephine County,0.0
Kern County,856.9232802170545
Kings County,141.43729342554994
Klamath County,0.0
La Paz County,0.0
Lake County,53.09171351862021
Lassen County,59.16710534269756
Los Angeles County,7376.802411416283
Madera County,97.68380803949057
Maricopa County,0.0
Marin County,242.74759945
Mariposa County,11.68265996
Mendocino County,85.95264103
Merced County,179.27177504715354
Modoc County,21.36021055
Mono County,6.064372515504296
Monterey County,252.1788683803084
Municipio de Mexicali County,7.25553934
Municipio de Tijuana County,19.11972068086378
Napa County,136.01127741
Nevada County,30.939868479999998
Orange County,2198.669922932085
Placer County,303.832059878
Plumas County,32.7514047
Riverside County,1157.1060065985814
Sacramento County,897.7490643017896
San Benito County,8.211693483979584
San Bernardino County,1403.561933693886
San Diego County,2460.402113293739
San Francisco County,555.54483858
San Joaquin County,859.6759425631651
San Luis Obispo County,176.3716781295026
San Mateo County,679.9192841051374
Santa Barbara County,391.98731408766264
Santa Clara County,1835.141164373868
Santa Cruz County,190.49349047621308
Shasta County,96.24872311902423
Sierra County,12.92586932
Siskiyou County,71.17793599000001
Solano County,363.6888237427569
Sonoma County,361.2940921048438
Stanislaus County,519.3162099707436
Sutter County,95.73473127208877
Tehama County,53.78332250401344
Trinity County,21.48599203810342
Tulare County,350.4276187000918
Tuolumne County,54.696245964
Ventura County,726.1133134671351
Yolo County,195.92656553
Yuba County,74.64034511
Yuma County,4.21418381
