county,carb_emit
 County,0.0
Alameda County,9.20333798672438
Alpine County,0.0
Amador County,0.0
Butte County,0.0
Calaveras County,0.0
Clark County,0.0
Colusa County,0.0
Contra Costa County,26.816897290581156
El Dorado County,4.131841670634263
Esmeralda County,0.0
Fresno County,12.386470927980232
Glenn County,1.5614014129915075
Humboldt County,0.741825523688724
Imperial County,3.0749751759421757
Inyo County,0.2542508240827626
Josephine County,0.0
Kern County,31.87476240116129
Kings County,1.4532928707474884
Klamath County,0.0
La Paz County,0.3144371902714647
Lake County,0.533465346357708
Lassen County,0.02712827427521784
Los Angeles County,91.45196790210441
Madera County,0.028118357493795952
Maricopa County,0.0
Marin County,0.0
Mariposa County,0.0
Mendocino County,0.8951316653630401
Merced County,3.863996216160208
Modoc County,0.0
Mono County,0.07930351647818817
Monterey County,16.58969602301518
Municipio de Mexicali County,0.0
Municipio de Tijuana County,1.5813965958431264
Napa County,0.0
Nevada County,0.0
Orange County,0.12460011139764167
Placer County,0.0
Plumas County,0.0
Riverside County,21.172434452335203
Sacramento County,26.86658378174676
San Benito County,6.212103482587335
San Bernardino County,39.59183995671974
San Diego County,30.24312079413285
San Francisco County,0.0
San Joaquin County,14.811474668577695
San Luis Obispo County,0.13475391424443672
San Mateo County,5.449757316729236
Santa Barbara County,0.6923775987474063
Santa Clara County,24.655042806758022
Santa Cruz County,3.3973013154522764
Shasta County,1.5712541219646925
Sierra County,0.0
Siskiyou County,0.0
Solano County,1.103324296474548
Sonoma County,1.250537310274828
Stanislaus County,13.860378196865842
Sutter County,0.0
Tehama County,0.4061361021422395
Trinity County,0.5079329829057413
Tulare County,6.7817760671553176
Tuolumne County,0.0
Ventura County,3.4835911252597613
Yolo County,0.0
Yuba County,0.0
Yuma County,0.0
