county,carb_emit
 County,0.0
Alameda County,5.991364275521652
Alpine County,0.0
Amador County,0.0513783906632121
Butte County,0.0
Calaveras County,0.0
Clark County,0.0
Colusa County,0.0
Contra Costa County,12.61462704165963
El Dorado County,3.1360753298898056
Esmeralda County,0.0
Fresno County,6.1798150250405355
Glenn County,0.12042326760298344
Humboldt County,0.35266637666833045
Imperial County,1.5953129564587138
Inyo County,0.18862402101538558
Josephine County,0.0
Kern County,20.751035386583794
Kings County,0.027876439251371017
Klamath County,0.0
La Paz County,0.12319119242410717
Lake County,0.4344089148165216
Lassen County,0.033090011161818186
Los Angeles County,56.103516692718365
Madera County,0.00742955818769982
Maricopa County,0.0
Marin County,0.0
Mariposa County,0.0
Mendocino County,0.6061485120243812
Merced County,2.560278284767133
Modoc County,0.0
Mono County,0.06750502410203348
Monterey County,11.339183717637159
Municipio de Mexicali County,0.023746392367538404
Municipio de Tijuana County,0.12223848766630702
Napa County,2.0706855158409483
Nevada County,0.0
Orange County,1.37671422456256
Placer County,0.0
Plumas County,0.0
Riverside County,15.853486460390203
Sacramento County,20.871585612711012
San Benito County,4.573590012768466
San Bernardino County,22.0662698668162
San Diego County,30.649104180140903
San Francisco County,0.0
San Joaquin County,9.943431144466363
San Luis Obispo County,0.1262817928318727
San Mateo County,0.7664338165781928
Santa Barbara County,0.0
Santa Clara County,13.215386029567581
Santa Cruz County,2.1595761423129054
Shasta County,0.9072843021232303
Sierra County,0.0
Siskiyou County,0.5651622974404055
Solano County,3.779969029935642
Sonoma County,2.9357695777485002
Stanislaus County,8.468260291594847
Sutter County,0.0
Tehama County,0.23864132881555783
Trinity County,0.2744499992793672
Tulare County,4.007684675878965
Tuolumne County,0.0
Ventura County,1.7513438467694382
Yolo County,0.0
Yuba County,0.0
Yuma County,0.04474307542305824
