county,carb_emit
 County,0.0
Alameda County,8.30802743786898
Alpine County,0.0
Amador County,0.0
Butte County,0.0
Calaveras County,0.0
Clark County,0.0
Colusa County,0.0
Contra Costa County,23.11492706630358
El Dorado County,3.3156922061974754
Esmeralda County,0.0293013323321165
Fresno County,11.88932233421317
Glenn County,1.3263013925803828
Humboldt County,0.6277394530717539
Imperial County,2.3250279614021387
Inyo County,0.45584754863581656
Josephine County,0.0
Kern County,28.788997794017124
Kings County,1.1745125123508766
Klamath County,0.0
La Paz County,0.3126999680285283
Lake County,0.45710260153430843
Lassen County,0.023234793985521147
Los Angeles County,87.5063924030096
Madera County,0.08833783539327891
Maricopa County,0.0
Marin County,0.0
Mariposa County,0.0
Mendocino County,0.7662198232039305
Merced County,5.11404949310515
Modoc County,0.0
Mono County,0.019828496731968535
Monterey County,10.94704109189261
Municipio de Mexicali County,0.039384968334275856
Municipio de Tijuana County,1.2640449674656884
Napa County,0.0
Nevada County,0.0
Orange County,21.840188486349145
Placer County,0.0
Plumas County,0.0
Riverside County,16.62917544994961
Sacramento County,24.186334208725352
San Benito County,6.813919513416501
San Bernardino County,29.141585875554387
San Diego County,28.662774345131233
San Francisco County,0.0
San Joaquin County,13.00155254706111
San Luis Obispo County,0.11175431504666969
San Mateo County,0.0
Santa Barbara County,0.5930068255336931
Santa Clara County,14.592606496035943
Santa Cruz County,0.0
Shasta County,1.3483287688382037
Sierra County,0.0
Siskiyou County,0.0
Solano County,0.4539783422834873
Sonoma County,1.0719871002077224
Stanislaus County,11.79624584967717
Sutter County,0.0
Tehama County,0.3463941054881546
Trinity County,0.42958113784563257
Tulare County,5.8906590563109855
Tuolumne County,0.0
Ventura County,2.9606050131190367
Yolo County,0.0
Yuba County,0.0
Yuma County,0.05519152064630706
