county,l_ren
 County,0.0
Alameda County,1513.1177141217656
Alpine County,24.3705095
Amador County,42.63936161
Butte County,182.54461191000001
Calaveras County,12.7809372
Clark County,0.0
Colusa County,37.64566792
Contra Costa County,1101.8989733888648
El Dorado County,75.10539692889319
Esmeralda County,5.092826667339824
Fresno County,691.9671399192108
Glenn County,46.59647674742923
Humboldt County,83.38662005709587
Imperial County,97.65161017609255
Inyo County,111.56639053848646
Josephine County,0.0
Kern County,803.4688359643005
Kings County,154.9155163548425
Klamath County,0.0
La Paz County,0.0
Lake County,60.63691258037518
Lassen County,59.063824882759896
Los Angeles County,7547.052410297601
Madera County,102.68156674
Maricopa County,0.0
Marin County,242.32669068
Mariposa County,11.66240298
Mendocino County,72.70968426714937
Merced County,180.47782784619338
Modoc County,21.32317326
Mono County,6.044784291050966
Monterey County,281.77401897504006
Municipio de Mexicali County,7.24295867
Municipio de Tijuana County,21.857885334102846
Napa County,135.77544202
Nevada County,30.88622074
Orange County,2199.54503104
Placer County,303.305234357
Plumas County,32.69461585
Riverside County,1171.9900762290529
Sacramento County,889.8444057324048
San Benito County,5.1208374899999995
San Bernardino County,1416.4973348597778
San Diego County,2436.7565888169693
San Francisco County,554.58155878
San Joaquin County,858.1690420352421
San Luis Obispo County,113.62152143924126
San Mateo County,705.3549775600001
Santa Barbara County,341.8426096679845
Santa Clara County,1891.686826861262
Santa Cruz County,217.90812903
Shasta County,96.21551481713652
Sierra County,12.90345667
Siskiyou County,71.05451790000001
Solano County,412.25507064221495
Sonoma County,361.5195248769683
Stanislaus County,524.5124097131553
Sutter County,98.40036743
Tehama County,53.82036630187393
Trinity County,21.017307960450232
Tulare County,350.0633756002212
Tuolumne County,54.601406111
Ventura County,728.9699092256617
Yolo County,195.58684152
Yuba County,74.51092356
Yuma County,4.20687666
