county,l_ren
 County,0.0
Alameda County,1301.8275620248987
Alpine County,20.9887866
Amador County,36.59400845237458
Butte County,157.21419098
Calaveras County,11.00741719
Clark County,0.0
Colusa County,32.4218456
Contra Costa County,942.2995908564255
El Dorado County,62.51868027407286
Esmeralda County,4.81845103
Fresno County,566.3660127649781
Glenn County,39.73687457243567
Humboldt County,71.83978067694578
Imperial County,75.69108684356563
Inyo County,99.04963836637508
Josephine County,0.0
Kern County,723.1513924022729
Kings County,121.64345989135246
Klamath County,0.0
La Paz County,0.0
Lake County,51.142254422845795
Lassen County,50.81285988450107
Los Angeles County,6313.234779813202
Madera County,82.69903788932068
Maricopa County,0.0
Marin County,208.70073454
Mariposa County,10.044094040000001
Mendocino County,60.79578111516982
Merced County,146.42310471445444
Modoc County,18.364307793
Mono County,4.337107184542608
Monterey County,239.22058772828314
Municipio de Mexicali County,6.23790468
Municipio de Tijuana County,18.242150889920573
Napa County,116.93484751999999
Nevada County,26.600358959999998
Orange County,1892.7322319938432
Placer County,261.217718626
Plumas County,28.157815902
Riverside County,991.3258003168738
Sacramento County,761.5216931798556
San Benito County,4.4102552
San Bernardino County,1212.01007435521
San Diego County,2090.347304482202
San Francisco County,477.62620953
San Joaquin County,735.8243425574351
San Luis Obispo County,141.36227028785754
San Mateo County,607.477871116
Santa Barbara County,324.17537139143076
Santa Clara County,1625.4171350830366
Santa Cruz County,187.6705639
Shasta County,82.92356371547923
Sierra County,11.11293551
Siskiyou County,59.7802803861204
Solano County,354.91044558319214
Sonoma County,308.8278669519173
Stanislaus County,447.97699909147605
Sutter County,84.74604634
Tehama County,46.442807972670174
Trinity County,18.072270822450285
Tulare County,299.8758588255626
Tuolumne County,47.024756348
Ventura County,626.8648555915544
Yolo County,168.446642632
Yuba County,64.17157116999999
Yuma County,3.62311825
