county,carb_emit
 County,0.0
Alameda County,5.364046021123286
Alpine County,0.0
Amador County,0.0
Butte County,0.0
Calaveras County,0.0
Clark County,0.0
Colusa County,0.0
Contra Costa County,11.068175441428263
El Dorado County,1.9616626574525229
Esmeralda County,0.027761971874368883
Fresno County,5.482499004382297
Glenn County,0.11979611755311284
Humboldt County,0.46653867348842765
Imperial County,1.3716224581911578
Inyo County,0.40875946456714285
Josephine County,0.0
Kern County,22.986431722448437
Kings County,0.0
Klamath County,0.0
La Paz County,0.025680580539284698
Lake County,0.40832109619269286
Lassen County,0.03190433673209839
Los Angeles County,33.873167606421816
Madera County,0.0
Maricopa County,0.0
Marin County,0.0
Mariposa County,0.0
Mendocino County,0.5665746973428681
Merced County,3.6142937408868954
Modoc County,0.0
Mono County,0.02005217389082212
Monterey County,5.720271456103653
Municipio de Mexicali County,0.0
Municipio de Tijuana County,0.0
Napa County,1.7283220425923724
Nevada County,0.0
Orange County,1.717509356088135
Placer County,0.0
Plumas County,0.0
Riverside County,15.995189853556646
Sacramento County,20.25518413833466
San Benito County,4.362209775525749
San Bernardino County,17.84413577317333
San Diego County,13.612240428842101
San Francisco County,0.0
San Joaquin County,8.332434705391295
San Luis Obispo County,0.0
San Mateo County,0.0
Santa Barbara County,0.0
Santa Clara County,8.186410784414877
Santa Cruz County,0.0
Shasta County,0.999602210255777
Sierra County,0.0
Siskiyou County,0.0
Solano County,3.089550276579249
Sonoma County,2.4037201591516113
Stanislaus County,7.32316123302002
Sutter County,0.0
Tehama County,0.3126945227116303
Trinity County,0.31958854727048663
Tulare County,3.428915328739766
Tuolumne County,0.0
Ventura County,1.4688072196757394
Yolo County,0.0
Yuba County,0.0
Yuma County,0.0
