county,carb_emit
 County,0.0
Alameda County,10.484778893089024
Alpine County,0.0
Amador County,0.0
Butte County,0.0
Calaveras County,0.0
Clark County,0.0
Colusa County,0.0
Contra Costa County,35.72384022317938
El Dorado County,0.6812080148615298
Esmeralda County,0.04299709621035115
Fresno County,18.9547575603231
Glenn County,1.8145807752009622
Humboldt County,0.8515792841449253
Imperial County,3.94035273780463
Inyo County,0.7334959413505361
Josephine County,0.0
Kern County,70.18691117813646
Kings County,2.8870347201878164
Klamath County,0.0
La Paz County,0.3686439462229557
Lake County,1.0592046488509905
Lassen County,0.027144549806173524
Los Angeles County,78.09006684998761
Madera County,0.0
Maricopa County,0.0
Marin County,0.0
Mariposa County,0.0
Mendocino County,0.0
Merced County,4.825912049838302
Modoc County,0.0
Mono County,0.022586288903048105
Monterey County,15.503448823934598
Municipio de Mexicali County,0.0
Municipio de Tijuana County,2.946772842102217
Napa County,0.0
Nevada County,0.0
Orange County,2.054307150295349
Placer County,0.0
Plumas County,0.0
Riverside County,26.933218355547428
Sacramento County,23.152015449543825
San Benito County,7.791423986614277
San Bernardino County,37.10874547904609
San Diego County,19.4354301567588
San Francisco County,0.0
San Joaquin County,15.226372386096497
San Luis Obispo County,0.028281711401818375
San Mateo County,0.0
Santa Barbara County,4.365496281952749
Santa Clara County,27.172363160994724
Santa Cruz County,0.0
Shasta County,1.5745522099198475
Sierra County,0.0
Siskiyou County,0.0
Solano County,18.994767231548096
Sonoma County,1.31568207748202
Stanislaus County,17.04842111153257
Sutter County,1.5005863782404565
Tehama County,0.46649875644933264
Trinity County,0.6098750552781167
Tulare County,7.028866367397693
Tuolumne County,0.0
Ventura County,5.6335015878125425
Yolo County,0.0
Yuba County,0.0
Yuma County,0.0
