county,carb_emit
 County,0.0
Alameda County,11.117686763007567
Alpine County,0.0
Amador County,0.0
Butte County,0.0
Calaveras County,0.0
Clark County,0.0
Colusa County,0.0
Contra Costa County,14.271310813905949
El Dorado County,2.732075567212607
Esmeralda County,0.02511976096192361
Fresno County,8.36067812277733
Glenn County,0.1463911263988542
Humboldt County,0.4899253360296627
Imperial County,1.5825782670350896
Inyo County,0.3730323466134585
Josephine County,0.0
Kern County,10.206729159011516
Kings County,0.2729894407720004
Klamath County,0.0
La Paz County,0.22386037540728887
Lake County,0.41053736326412654
Lassen County,0.02913213336885468
Los Angeles County,60.8268139034906
Madera County,0.009086796684447857
Maricopa County,0.0
Marin County,0.0
Mariposa County,0.0
Mendocino County,0.5652986464456333
Merced County,2.594377656597943
Modoc County,0.0
Mono County,0.01805608720477351
Monterey County,10.425206801428038
Municipio de Mexicali County,0.038052398914680735
Municipio de Tijuana County,0.30071020979133517
Napa County,1.8573128589789503
Nevada County,0.0
Orange County,2.0551252464224485
Placer County,0.0
Plumas County,0.0
Riverside County,18.277273660902793
Sacramento County,18.13305198242042
San Benito County,4.636642128222346
San Bernardino County,24.25407766907572
San Diego County,19.96900914818739
San Francisco County,0.0
San Joaquin County,8.27248585552141
San Luis Obispo County,0.13175167751865607
San Mateo County,1.7654452552644566
Santa Barbara County,0.1815891793416898
Santa Clara County,16.43876758548336
Santa Cruz County,2.2002242407508645
Shasta County,1.1649273957271102
Sierra County,0.0
Siskiyou County,0.0
Solano County,2.992753826978719
Sonoma County,3.573289572346779
Stanislaus County,9.302065420270818
Sutter County,0.0
Tehama County,0.2965674841672235
Trinity County,0.33609613836739094
Tulare County,4.554740107607088
Tuolumne County,0.0
Ventura County,2.4741598248457044
Yolo County,0.0
Yuba County,0.0
Yuma County,0.06117494562451937
