county,carb_emit
 County,0.0
Alameda County,5.3187717740245954
Alpine County,0.0
Amador County,0.04298264772801789
Butte County,0.0
Calaveras County,0.0
Clark County,0.0
Colusa County,0.0
Contra Costa County,9.941448545675929
El Dorado County,2.2253789780933375
Esmeralda County,0.0
Fresno County,5.541558687988204
Glenn County,0.10003836872391073
Humboldt County,0.2950351742187638
Imperial County,1.5493015990889152
Inyo County,0.15059919044045583
Josephine County,0.0
Kern County,17.060908976828177
Kings County,0.020563063527138034
Klamath County,0.0
La Paz County,0.11593710783541596
Lake County,0.35812540324940967
Lassen County,0.026801616500996182
Los Angeles County,45.59554026969651
Madera County,0.005438722144372289
Maricopa County,0.0
Marin County,0.0
Mariposa County,0.0
Mendocino County,0.4980783210992934
Merced County,2.044577833422994
Modoc County,0.0
Mono County,0.0546764327130891
Monterey County,9.21126838445421
Municipio de Mexicali County,0.028150409393939046
Municipio de Tijuana County,0.0
Napa County,1.292185104483139
Nevada County,0.0
Orange County,1.4942537584509967
Placer County,0.0
Plumas County,0.0
Riverside County,15.216163700202179
Sacramento County,16.936004788207185
San Benito County,3.8108689228767423
San Bernardino County,17.772991909917618
San Diego County,14.390352970266575
San Francisco County,0.0
San Joaquin County,8.164345423189667
San Luis Obispo County,0.09786739828681176
San Mateo County,0.5583307006021163
Santa Barbara County,0.0
Santa Clara County,10.843964871818509
Santa Cruz County,1.6898681430947269
Shasta County,0.7478023611398497
Sierra County,0.0
Siskiyou County,0.47280912575923406
Solano County,3.042303472641802
Sonoma County,2.401484819682686
Stanislaus County,6.742061040388798
Sutter County,0.0
Tehama County,0.19492982540590317
Trinity County,0.2299605496641996
Tulare County,3.2599074601540297
Tuolumne County,0.0
Ventura County,1.3686178730046077
Yolo County,0.0
Yuba County,0.0
Yuma County,0.035382823292627756
