county,carb_intensity
Alameda County,0.364259344
Alpine County,0.036264976
Amador County,0.036264976
Butte County,0.767572053
Calaveras County,0.036397348
Clark County,0
Colusa County,1.2310353
Contra Costa County,0.613780144
El Dorado County,0.750057808
Esmeralda County,0.1579203
Fresno County,0.378319847
Glenn County,1.2310353
Humboldt County,1.157815242
Imperial County,0.168987727
Inyo County,0.1579203
Jackson County,1.2310353
Josephine County,0
Kern County,0.456471236
Kings County,0.017941474
Klamath County,0
La Paz County,0.1579203
Lake County,0.245139154
Lassen County,0.357375906
Los Angeles County,0.756164883
Madera County,0.222977606
Maricopa County,0
Marin County,0.254588363
Mariposa County,0.508731817
Mendocino County,0.192509408
Merced County,0.324862473
Modoc County,1.2310353
Mono County,0.1579203
Monterey County,0.67168332
Municipio de Mexicali County,0.1579203
Municipio de Tijuana County,0.446127048
Napa County,0.841880976
Nevada County,0.442959595
Orange County,0.883513241
Placer County,0.684808945
Plumas County,0.415062206
Riverside County,0.931720026
Sacramento County,1.123415434
San Benito County,1.066523801
San Bernardino County,0.94658563
San Diego County,0.723258601
San Francisco County,0.168358776
San Joaquin County,0.430014751
San Luis Obispo County,0.002632231
San Mateo County,0.143756858
Santa Barbara County,0.502568066
Santa Clara County,0.752840285
Santa Cruz County,0.146832409
Shasta County,1.159584785
Sierra County,0.514730299
Siskiyou County,1.2310353
Solano County,0.696728892
Sonoma County,0.190467957
Stanislaus County,1.009398525
Sutter County,0.675009137
Tehama County,1.2310353
Trinity County,1.16507807
Tulare County,0.312106227
Tuolumne County,0.65051955
Ventura County,0.942357812
Yolo County,0.660159562
Yuba County,0.629947985
Yuma County,0.1579203
