county,c_vec
 County,1.064608848035106
Alameda County,75.11354901805214
Alpine County,0.0
Amador County,0.0
Butte County,0.16727588895896756
Calaveras County,0.0
Clark County,0.0
Colusa County,35.67761330550488
Contra Costa County,256.14084770158803
El Dorado County,2.585175352770681
Esmeralda County,0.07972979389255014
Fresno County,73.25664454241262
Glenn County,29.322612586908956
Humboldt County,4.518313083803362
Imperial County,66.15446239670105
Inyo County,3.9801859164136992
Josephine County,0.0
Kern County,680.8366760579282
Kings County,13.084703936434435
Klamath County,0.0
La Paz County,4.316384862158667
Lake County,2.679597343487228
Lassen County,0.2368806073502198
Los Angeles County,662.7083639563921
Madera County,0.0
Maricopa County,0.0
Marin County,0.0
Mariposa County,0.0
Mendocino County,4.879801453527202
Merced County,37.81158127315868
Modoc County,0.0
Mono County,0.6144642162763068
Monterey County,156.8903854163151
Municipio de Mexicali County,0.20248667405400717
Municipio de Tijuana County,6.016967510750021
Napa County,0.0
Nevada County,0.0
Orange County,16.14393635361211
Placer County,0.37515220183330616
Plumas County,0.0
Riverside County,176.31696824334512
Sacramento County,211.84318468522022
San Benito County,45.0392281837061
San Bernardino County,429.2500866352759
San Diego County,133.24042110534344
San Francisco County,0.0
San Joaquin County,160.01451810836195
San Luis Obispo County,1.9490901534033607
San Mateo County,0.0
Santa Barbara County,10.433319793534071
Santa Clara County,254.04484537554842
Santa Cruz County,0.0
Shasta County,20.715047693292263
Sierra County,0.0
Siskiyou County,0.0
Solano County,90.96719942429128
Sonoma County,8.812610145897338
Stanislaus County,102.58320770297318
Sutter County,23.2039940474057
Tehama County,2.9549481706773015
Trinity County,4.708857622918034
Tulare County,33.51151710133038
Tuolumne County,0.0
Ventura County,44.128477993740745
Yolo County,20.068657475688042
Yuba County,0.0
Yuma County,0.0
