county,carb_emit
 County,0.0
Alameda County,8.174150884979802
Alpine County,0.0
Amador County,0.0
Butte County,0.0
Calaveras County,0.0
Clark County,0.0
Colusa County,0.0
Contra Costa County,12.964030099929621
El Dorado County,2.665037530848541
Esmeralda County,0.0
Fresno County,7.435748182122106
Glenn County,0.13486858428321097
Humboldt County,0.4761250801137073
Imperial County,2.0877503769870502
Inyo County,0.16223038800248976
Josephine County,0.0
Kern County,9.536532572258947
Kings County,0.0
Klamath County,0.0
La Paz County,0.2030439045752065
Lake County,0.3949762912163273
Lassen County,0.02866510515683067
Los Angeles County,45.87835276115
Madera County,0.0
Maricopa County,0.0
Marin County,0.0
Mariposa County,0.0
Mendocino County,0.5507243478907593
Merced County,3.8668295451548964
Modoc County,0.0
Mono County,0.05847802840897032
Monterey County,7.264405814542073
Municipio de Mexicali County,0.0
Municipio de Tijuana County,0.22741627110407003
Napa County,2.2334052040581
Nevada County,0.0
Orange County,1.3243481322625485
Placer County,0.0
Plumas County,0.0
Riverside County,15.234006298124983
Sacramento County,18.734408213989123
San Benito County,5.096243978890961
San Bernardino County,23.367393724822332
San Diego County,17.4997984655111
San Francisco County,0.0
San Joaquin County,8.486725173063645
San Luis Obispo County,5.427357952786e-09
San Mateo County,0.0
Santa Barbara County,1.646425438405974e-13
Santa Clara County,12.348336822914074
Santa Cruz County,0.0
Shasta County,1.1178615955743865
Sierra County,0.0
Siskiyou County,0.0
Solano County,3.206776182872276
Sonoma County,3.1759767257722222
Stanislaus County,9.054169107995584
Sutter County,0.0
Tehama County,0.29143580624373905
Trinity County,0.32687363745651615
Tulare County,4.252986893864762
Tuolumne County,2.414797133608138
Ventura County,2.1737306025880656
Yolo County,0.0
Yuba County,0.0
Yuma County,0.0
