county,carb_emit
 County,0.0
Alameda County,7.338382875493503
Alpine County,0.0
Amador County,0.0
Butte County,0.0
Calaveras County,0.0
Clark County,0.0
Colusa County,0.0
Contra Costa County,17.78480218246071
El Dorado County,2.9948828874057654
Esmeralda County,0.026676221417347355
Fresno County,10.724062844638325
Glenn County,1.1392175306500079
Humboldt County,0.5325985938129311
Imperial County,2.066909145231111
Inyo County,0.4048019963804411
Josephine County,0.0
Kern County,20.033480181104114
Kings County,0.8161230846328196
Klamath County,0.0
La Paz County,0.2722647095881005
Lake County,0.406711082538038
Lassen County,0.030441006766217464
Los Angeles County,73.36323595931998
Madera County,0.0
Maricopa County,0.0
Marin County,0.0
Mariposa County,0.0
Mendocino County,0.6670904539914162
Merced County,3.8355153664476878
Modoc County,0.0
Mono County,0.018535289123355437
Monterey County,10.437843251908214
Municipio de Mexicali County,0.040809777477892155
Municipio de Tijuana County,0.9164529460868751
Napa County,0.0
Nevada County,0.0
Orange County,4.171289308272533
Placer County,0.0
Plumas County,0.0
Riverside County,15.801362117960274
Sacramento County,21.457956159236133
San Benito County,5.972158278584322
San Bernardino County,32.699989845720914
San Diego County,23.1932719180595
San Francisco County,0.0
San Joaquin County,11.81822331381572
San Luis Obispo County,0.11382373981011538
San Mateo County,0.0
Santa Barbara County,0.5421865560462515
Santa Clara County,16.056235754397743
Santa Cruz County,0.0
Shasta County,1.269628490908971
Sierra County,0.0
Siskiyou County,0.0
Solano County,1.981173411089745
Sonoma County,1.0310630591737249
Stanislaus County,10.316935763029905
Sutter County,0.0
Tehama County,0.31066054857951625
Trinity County,0.3639194960357528
Tulare County,5.141636141038031
Tuolumne County,0.0
Ventura County,2.7827970846178514
Yolo County,0.0
Yuba County,0.0
Yuma County,0.08118916062683344
