county,carb_emit
 County,0.0
Alameda County,11.571904298036475
Alpine County,0.0
Amador County,0.050310102997632035
Butte County,0.0
Calaveras County,0.0
Clark County,0.0
Colusa County,0.0
Contra Costa County,17.145628669397475
El Dorado County,2.947223294256564
Esmeralda County,0.0
Fresno County,10.511839544941962
Glenn County,1.090941263220476
Humboldt County,0.3529791720100326
Imperial County,1.6300478064920616
Inyo County,0.1799094525487724
Josephine County,0.0
Kern County,17.102548538538173
Kings County,0.59868464713335
Klamath County,0.0
La Paz County,0.25686283015306055
Lake County,0.4054490454980477
Lassen County,0.030151801517743333
Los Angeles County,70.7627747050396
Madera County,0.0
Maricopa County,0.0
Marin County,0.0
Mariposa County,0.0
Mendocino County,0.6565238320420251
Merced County,3.776243932060949
Modoc County,0.0
Mono County,0.06151095195626521
Monterey County,10.079341673285846
Municipio de Mexicali County,0.039387176240271694
Municipio de Tijuana County,0.8588538276968545
Napa County,0.0
Nevada County,0.0
Orange County,2.2059041153633734
Placer County,0.0
Plumas County,0.0
Riverside County,19.41096286529989
Sacramento County,20.97900773919326
San Benito County,5.798484295003658
San Bernardino County,29.226575290654836
San Diego County,22.291094528599196
San Francisco County,0.0
San Joaquin County,8.920527154573893
San Luis Obispo County,0.17594611616361153
San Mateo County,0.0
Santa Barbara County,0.537034941122754
Santa Clara County,15.560487088787685
Santa Cruz County,0.0
Shasta County,0.9973457826262703
Sierra County,0.0
Siskiyou County,0.5534111346283599
Solano County,1.988426854114233
Sonoma County,1.0291402127576172
Stanislaus County,10.248105528621148
Sutter County,0.0
Tehama County,0.2232216334717497
Trinity County,0.2718988947545551
Tulare County,6.440180375624759
Tuolumne County,0.0
Ventura County,2.685228781248209
Yolo County,0.0
Yuba County,0.0
Yuma County,0.0646241526473798
