county,carb_emit
 County,0.0
Alameda County,11.117876117379787
Alpine County,0.0
Amador County,0.048430874414935085
Butte County,0.0
Calaveras County,0.0
Clark County,0.0
Colusa County,0.0
Contra Costa County,14.235057756238712
El Dorado County,2.8221570751121146
Esmeralda County,0.0
Fresno County,9.08983798784973
Glenn County,1.0141855859343483
Humboldt County,0.34042343883610965
Imperial County,1.4745240427657162
Inyo County,0.17050036891860787
Josephine County,0.0
Kern County,11.923699562009407
Kings County,0.7520294793966269
Klamath County,0.0
La Paz County,0.23531287776483908
Lake County,0.39721028781845596
Lassen County,0.029214881902089686
Los Angeles County,67.18828550274173
Madera County,0.010779489939452724
Maricopa County,0.0
Marin County,0.0
Mariposa County,0.0
Mendocino County,0.629920391890824
Merced County,3.644490105962268
Modoc County,0.0
Mono County,0.059599596136388024
Monterey County,9.214420518789067
Municipio de Mexicali County,0.020960576061942484
Municipio de Tijuana County,0.46985073789941395
Napa County,0.0
Nevada County,0.0
Orange County,1.5994989520540472
Placer County,0.0
Plumas County,0.0
Riverside County,15.622004670779129
Sacramento County,19.829954706951543
San Benito County,5.489582211324833
San Bernardino County,26.256396967869705
San Diego County,34.69149946303067
San Francisco County,0.0
San Joaquin County,8.40450621699079
San Luis Obispo County,0.16928896045395536
San Mateo County,0.0
Santa Barbara County,0.33668778986370207
Santa Clara County,12.56871968377154
Santa Cruz County,0.0
Shasta County,0.9497652477530801
Sierra County,0.0
Siskiyou County,0.5327396179696855
Solano County,1.9488139696960063
Sonoma County,1.0082670184854932
Stanislaus County,9.527088744941405
Sutter County,0.0
Tehama County,0.21564044771569119
Trinity County,0.26226010831146956
Tulare County,4.815593425395752
Tuolumne County,0.0
Ventura County,2.5498542798131583
Yolo County,0.0
Yuba County,0.0
Yuma County,0.04132521210818511
