county,c_vec
 County,0.6011579803674404
Alameda County,112.48161429166667
Alpine County,0.0
Amador County,0.14895063868262884
Butte County,0.10969267450172779
Calaveras County,0.0
Clark County,0.0
Colusa County,27.51511940276149
Contra Costa County,158.91621776069476
El Dorado County,24.81104203401219
Esmeralda County,0.0
Fresno County,64.18750344919917
Glenn County,22.904497885503957
Humboldt County,2.7957921518157347
Imperial County,32.11793284659238
Inyo County,2.11870100636595
Josephine County,0.0
Kern County,207.56858052042284
Kings County,3.885843401085756
Klamath County,0.0
La Paz County,1.7508148644034536
Lake County,2.527366638601628
Lassen County,0.23688060730452917
Los Angeles County,615.1329457115418
Madera County,0.0012932840962084722
Maricopa County,0.0
Marin County,0.0
Mariposa County,0.0
Mendocino County,4.507464359049175
Merced County,45.8864193770459
Modoc County,0.0
Mono County,1.3959029298776504
Monterey County,128.16761286655714
Municipio de Mexicali County,0.1443255561843883
Municipio de Tijuana County,1.8579090095671564
Napa County,0.32902909564876187
Nevada County,0.0
Orange County,19.67430385551084
Placer County,0.0
Plumas County,0.0
Riverside County,146.9358330141856
Sacramento County,180.37495804368294
San Benito County,46.76406469529705
San Bernardino County,275.63377019121606
San Diego County,417.2400364209472
San Francisco County,0.0
San Joaquin County,115.24883126582958
San Luis Obispo County,0.4807146789350901
San Mateo County,0.0
Santa Barbara County,3.8469814729618563
Santa Clara County,174.49048117167135
Santa Cruz County,0.0
Shasta County,15.28758518815978
Sierra County,0.0
Siskiyou County,6.702778740718298
Solano County,21.480969516483746
Sonoma County,9.061506163518853
Stanislaus County,81.83408936798502
Sutter County,0.0
Tehama County,1.9891236013619316
Trinity County,2.8272262433970616
Tulare County,30.93953052752384
Tuolumne County,0.0
Ventura County,34.17277285380987
Yolo County,15.477254655311416
Yuba County,0.0
Yuma County,1.292159920421156
