county,carb_intensity
Alameda County,0.507134527
Alpine County,0.10353517
Amador County,0.10353517
Butte County,0.72043297
Calaveras County,0.103439668
Clark County,0
Colusa County,1.2310353
Contra Costa County,0.781644135
El Dorado County,0.686491549
Esmeralda County,0.1579203
Fresno County,0.59716552
Glenn County,1.2310353
Humboldt County,1.157815242
Imperial County,0.204210537
Inyo County,0.1579203
Jackson County,1.2310353
Josephine County,0
Kern County,0.860742907
Kings County,0.798371504
Klamath County,0
La Paz County,1.121728924
Lake County,0.250791454
Lassen County,0.381495959
Los Angeles County,0.939845543
Madera County,0.295873014
Maricopa County,0
Marin County,0.656065657
Mariposa County,0.641370924
Mendocino County,0.192509408
Merced County,0.433422337
Modoc County,1.206783684
Mono County,0.1579203
Monterey County,0.793149062
Municipio de Mexicali County,0.1579203
Municipio de Tijuana County,1.2310353
Napa County,0.885921989
Nevada County,0.401010829
Orange County,0.992496393
Placer County,0.607668707
Plumas County,0.424078004
Riverside County,0.969285166
Sacramento County,1.069671399
San Benito County,1.115739195
San Bernardino County,1.005561637
San Diego County,0.848764409
San Francisco County,0.354219996
San Joaquin County,0.525278306
San Luis Obispo County,0.069151284
San Mateo County,0.467768123
Santa Barbara County,0.587637992
Santa Clara County,0.874566496
Santa Cruz County,0.30278922
Shasta County,1.160374252
Sierra County,0.469162548
Siskiyou County,1.2310353
Solano County,0.667123028
Sonoma County,0.355921949
Stanislaus County,1.033665465
Sutter County,0.67725049
Tehama County,1.2310353
Trinity County,1.16507807
Tulare County,0.98390912
Tuolumne County,0.810533801
Ventura County,1.083683449
Yolo County,0.669565829
Yuba County,0.554695528
Yuma County,0.427267099
