county,carb_emit
 County,0.0
Alameda County,5.155130389029571
Alpine County,0.0
Amador County,0.0
Butte County,0.0
Calaveras County,0.0
Clark County,0.0
Colusa County,0.0
Contra Costa County,10.407189017338279
El Dorado County,2.3720594107396913
Esmeralda County,0.0
Fresno County,5.278562681508728
Glenn County,0.11157341124005377
Humboldt County,0.43588071572701936
Imperial County,1.3274706132340943
Inyo County,0.16783463042131136
Josephine County,0.0
Kern County,21.48609876541433
Kings County,0.0
Klamath County,0.0
La Paz County,0.025492546575198005
Lake County,0.38293117696765455
Lassen County,0.02997362192095586
Los Angeles County,31.787316832675177
Madera County,0.0
Maricopa County,0.0
Marin County,0.0
Mariposa County,0.0
Mendocino County,0.530401985606736
Merced County,3.4261868974993903
Modoc County,0.0
Mono County,0.0611474580466565
Monterey County,5.337752893365161
Municipio de Mexicali County,0.0
Municipio de Tijuana County,0.0
Napa County,1.6002171600757227
Nevada County,0.0
Orange County,1.9401711544154843
Placer County,0.0
Plumas County,0.0
Riverside County,14.893185686329785
Sacramento County,18.550583398803546
San Benito County,4.330269525673456
San Bernardino County,16.6709091946813
San Diego County,12.581892264589056
San Francisco County,0.0
San Joaquin County,7.7924423772428755
San Luis Obispo County,0.0
San Mateo County,0.0
Santa Barbara County,0.0
Santa Clara County,7.760030175543283
Santa Cruz County,0.0
Shasta County,0.9325780737677238
Sierra County,0.0
Siskiyou County,0.0
Solano County,2.889221936824177
Sonoma County,2.215009299519339
Stanislaus County,6.801632604062457
Sutter County,0.0
Tehama County,0.2932888395997619
Trinity County,0.2985592729839511
Tulare County,3.2022169671970158
Tuolumne County,0.0
Ventura County,1.3603229511239698
Yolo County,0.0
Yuba County,0.0
Yuma County,0.0
