county,carb_emit
 County,0.0
Alameda County,5.382920903208943
Alpine County,0.0
Amador County,0.04973835155809807
Butte County,0.0
Calaveras County,0.0
Clark County,0.0
Colusa County,0.0
Contra Costa County,11.09866478934465
El Dorado County,2.7077292792267698
Esmeralda County,0.0
Fresno County,5.50372647730876
Glenn County,0.10635176272029204
Humboldt County,0.3405709103497751
Imperial County,1.6412936524651325
Inyo County,0.1794823398805578
Josephine County,0.0
Kern County,21.698401220957543
Kings County,0.0
Klamath County,0.0
La Paz County,0.025732812204748795
Lake County,0.4094919065401265
Lassen County,0.031976924761209585
Los Angeles County,34.06355737989805
Madera County,0.0
Maricopa County,0.0
Marin County,0.0
Mariposa County,0.0
Mendocino County,0.5684623800352514
Merced County,3.625074536088971
Modoc County,0.0
Mono County,0.06523428081246233
Monterey County,5.7561109783008915
Municipio de Mexicali County,0.0
Municipio de Tijuana County,0.0
Napa County,1.7392027773766952
Nevada County,0.0
Orange County,1.73075168906313
Placer County,0.0
Plumas County,0.0
Riverside County,16.34439666542451
Sacramento County,20.180782612578533
San Benito County,4.371082062364026
San Bernardino County,18.272134494301206
San Diego County,13.704422084931405
San Francisco County,0.0
San Joaquin County,8.384601555120145
San Luis Obispo County,0.0
San Mateo County,0.0
Santa Barbara County,0.0
Santa Clara County,8.204816087856953
Santa Cruz County,0.0
Shasta County,0.8390820895691644
Sierra County,0.0
Siskiyou County,0.5471218666922982
Solano County,3.100526835103468
Sonoma County,2.4220326678115667
Stanislaus County,7.363043764960622
Sutter County,0.0
Tehama County,0.2297636892511631
Trinity County,0.26574321461280304
Tulare County,3.448291390841044
Tuolumne County,0.0
Ventura County,1.4780409147376492
Yolo County,0.0
Yuba County,0.0
Yuma County,0.0
