county,carb_emit
 County,0.0
Alameda County,9.899945771251627
Alpine County,0.0
Amador County,0.0
Butte County,0.0
Calaveras County,0.0
Clark County,0.0
Colusa County,0.0
Contra Costa County,31.84486188423396
El Dorado County,0.6529294493131808
Esmeralda County,0.041403640443500644
Fresno County,18.16184573655733
Glenn County,1.666234892685478
Humboldt County,0.7599294515255746
Imperial County,3.426983791593869
Inyo County,0.7047998662244479
Josephine County,0.0
Kern County,65.3828271130656
Kings County,2.774155295354553
Klamath County,0.0
La Paz County,0.354230432195706
Lake County,0.50845777385168
Lassen County,0.0260177149640801
Los Angeles County,72.94079053489223
Madera County,0.0
Maricopa County,0.0
Marin County,0.0
Mariposa County,0.0
Mendocino County,0.8678207656863948
Merced County,4.579362333810645
Modoc County,0.0
Mono County,0.02178168569623533
Monterey County,14.67901592302774
Municipio de Mexicali County,0.0
Municipio de Tijuana County,2.2721258471201664
Napa County,0.0
Nevada County,0.0
Orange County,1.712884679538035
Placer County,0.0
Plumas County,0.0
Riverside County,26.543939539209994
Sacramento County,25.149823955161928
San Benito County,7.481525601074948
San Bernardino County,34.61673312694562
San Diego County,17.185469696522343
San Francisco County,0.0
San Joaquin County,14.588475996278646
San Luis Obispo County,0.024071989670302267
San Mateo County,0.0
Santa Barbara County,2.723709594080365
Santa Clara County,24.558250809394078
Santa Cruz County,0.0
Shasta County,1.5038277881421636
Sierra County,0.0
Siskiyou County,0.0
Solano County,12.327841344746105
Sonoma County,1.178537886059382
Stanislaus County,15.797886536304086
Sutter County,0.944232626811936
Tehama County,0.41075434431190105
Trinity County,0.5218204726967437
Tulare County,6.738767210432904
Tuolumne County,0.0
Ventura County,3.8351149096185626
Yolo County,0.0
Yuba County,0.0
Yuma County,0.0
