,bus_i,l_ren,c_vec,county,carb_inten_no_renew,pd,kV,carb_inten_inc_all,Type,Import,Lat,Lon
0,1,33.8543464,0.0,Alameda County,0.0,14.2203954,115,0.0,'Substation',' ',37.77243572,-122.2429162
1,2,7.28886198,0.0,Alameda County,0.0,3.06166003,66,0.0,'Substation',' ',37.77848161,-121.6259513
2,3,0.0,0.0,Alameda County,0.0,0.0,66,0.0,'Substation',' ',37.7483765,-121.6772083
3,4,13.6283401,0.0,Alameda County,0.0,5.72453482,230,0.0,'Substation',' ',37.69128098,-122.0612774
4,5,69.3297477,0.0,Alameda County,0.0,29.121709,115,0.0,'Substation',' ',37.59578193,-122.0174353
5,6,-0.7664533791743143,0.0,Trinity County,0.058488999999999985,0.0,66,0.0,'Substation',' ',40.09403073,-123.5091868
6,7,77.7868237,0.0,Alameda County,0.0,32.6740731,115,0.0,'Substation',' ',37.55699202,-122.05794
7,8,39.3134901,0.0,Alameda County,0.0,16.5134889,115,0.0,'Substation',' ',37.73868954,-122.1937991
8,9,4.85554562,0.0,Alameda County,0.0,2.03955432,115,0.0,'Substation',' ',37.49369132,-121.9394285
9,10,14.9022394,0.0,Alameda County,0.0,6.25963159,115,0.0,'Substation',' ',37.67126804,-122.1595387
10,11,3.7597712,0.0,Alameda County,0.0,1.57927825,115,0.0,'Substation',' ',37.876174,-122.245764
11,12,3.50388211,0.0,Alameda County,0.0,1.47179297,66,0.0,'Substation',' ',37.66794608,-121.8318768
12,13,20.9953391,0.0,Alameda County,0.0,8.81901602,115,0.0,'Substation',' ',37.59531056,-122.0174915
13,14,23.0327067,0.0,Alameda County,0.0,9.67480489,66,0.0,'Substation',' ',37.70853376,-121.9070045
14,15,14.9262294,0.0,Alameda County,0.0,6.26970852,66,0.0,'Substation',' ',37.68002781,-121.7805048
15,16,13.4646238,0.0,Alameda County,0.0,5.65576637,66,0.0,'Substation',' ',37.71164362,-121.8938504
16,17,27.7938699,0.0,Alameda County,0.0,11.6747142,66,0.0,'Substation',' ',37.67255501,-121.859528
17,18,0.0,0.0,Alameda County,0.0,0.0,230,0.0,'Substation',' ',37.79905699,-121.6199438
18,19,28.216701,0.0,Alameda County,0.0,11.8523229,115,0.0,'Substation',' ',37.71062477,-122.1481883
19,20,43.4537649,0.0,Alameda County,0.0,18.2525963,115,0.0,'Substation',' ',37.76299826,-122.2144948
20,21,7.64604592,0.0,Alameda County,0.0,3.21169385,115,0.0,'Substation',' ',37.58690266,-121.869684
21,22,4.96539763,0.0,Alameda County,0.0,2.08569726,115,0.0,'Substation',' ',37.60924399,-121.842671
