,bus_i,l_ren,c_vec,county,carb_inten_no_renew,pd,kV,carb_inten_inc_all,Type,Import,Lat,Lon
0,1,31.2794654,0.0,Alameda County,0.0,20.0457262,115,0.0,'Substation',' ',37.77243572,-122.2429162
1,2,6.73448844,0.0,Alameda County,0.0,4.31585737,66,0.0,'Substation',' ',37.77848161,-121.6259513
2,3,0.0,0.0,Alameda County,0.0,0.0,66,0.0,'Substation',' ',37.7483765,-121.6772083
3,4,12.591801,0.0,Alameda County,0.0,8.06956869,230,0.0,'Substation',' ',37.69128098,-122.0612774
4,5,64.0566917,0.0,Alameda County,0.0,41.0513059,115,0.0,'Substation',' ',37.59578193,-122.0174353
5,6,0.0,0.0,Trinity County,0.0,0.0,66,0.0,'Substation',' ',40.09403073,-123.5091868
6,7,71.8705426,0.0,Alameda County,0.0,46.0588824,115,0.0,'Substation',' ',37.55699202,-122.05794
7,8,36.3233993,0.0,Alameda County,0.0,23.2781765,115,0.0,'Substation',' ',37.73868954,-122.1937991
8,9,4.48624436,0.0,Alameda County,0.0,2.87504997,115,0.0,'Substation',' ',37.49369132,-121.9394285
9,10,13.7688105,0.0,Alameda County,0.0,8.82386579,115,0.0,'Substation',' ',37.67126804,-122.1595387
10,11,3.4738119,0.0,Alameda County,0.0,2.22622354,115,0.0,'Substation',' ',37.876174,-122.245764
11,12,3.23738516,0.0,Alameda County,0.0,2.07470734,66,0.0,'Substation',' ',37.66794608,-121.8318768
12,13,19.3984835,0.0,Alameda County,0.0,12.4316923,115,0.0,'Substation',' ',37.59531056,-122.0174915
13,14,21.2808939,0.0,Alameda County,0.0,13.6380519,66,0.0,'Substation',' ',37.70853376,-121.9070045
14,15,13.7909759,0.0,Alameda County,0.0,8.83807071,66,0.0,'Substation',' ',37.68002781,-121.7805048
15,16,12.4405365,0.0,Alameda County,0.0,7.97262948,66,0.0,'Substation',' ',37.71164362,-121.8938504
16,17,25.6799341,0.0,Alameda County,0.0,16.4572163,66,0.0,'Substation',' ',37.67255501,-121.859528
17,18,0.0,0.0,Alameda County,0.0,0.0,230,0.0,'Substation',' ',37.79905699,-121.6199438
18,19,26.0706059,0.0,Alameda County,0.0,16.7075818,115,0.0,'Substation',' ',37.71062477,-122.1481883
19,20,40.1487748,0.0,Alameda County,0.0,25.7297027,115,0.0,'Substation',' ',37.76299826,-122.2144948
20,21,7.06450584,0.0,Alameda County,0.0,4.52735198,115,0.0,'Substation',' ',37.58690266,-121.869684
21,22,4.58774128,0.0,Alameda County,0.0,2.94009518,115,0.0,'Substation',' ',37.60924399,-121.842671
22,23,0.0,0.0,Alameda County,0.0,0.0,66,0.0,'Substation',' ',37.71111924,-121.7158749
23,24,4.49399373,0.0,Alameda County,0.0,2.88001622,66,0.0,'Substation',' ',37.66968929,-121.8544376
24,25,2.44488804,0.0,Amador County,0.0,1.56682845,66,0.0,'Substation',' ',38.408767,-120.822098
25,26,2.96752103,0.0,Amador County,0.0,1.90176249,66,0.0,'Substation',' ',38.34219061,-120.9349804
26,27,2.90665301,0.0,Amador County,0.0,1.86275467,66,0.0,'Substation',' ',38.37390104,-120.9575497
27,28,0.0,0.0,Amador County,0.0,0.0,66,0.0,'Substation',' ',38.27717343,-120.9138995
28,29,4.50839468,0.0,Amador County,0.0,2.8892452,66,0.0,'Substation',' ',38.36910799,-120.796754
29,30,2.52753885,0.0,Amador County,0.0,1.61979596,66,0.0,'Substation',' ',38.36863575,-120.8054803
30,31,1.42692738,0.0,Amador County,0.0,0.914459223,66,0.0,'Substation',' ',38.48076425,-120.8449436
31,32,0.0,0.0,Amador County,0.0,0.0,115,0.0,'Substation',' ',38.4984199,-120.2184202
32,33,2.73200187,0.0,Amador County,0.0,1.75082792,66,0.0,'Substation',' ',38.4127977,-120.6602339
