,bus_i,l_ren,c_vec,county,carb_inten_no_renew,pd,kV,carb_inten_inc_all,Type,Import,Lat,Lon
0,1,35.7948366,0.0,Alameda County,0.0,11.6056236,115,0.0,'Substation',' ',37.77243572,-122.2429162
1,2,7.70665072,0.0,Alameda County,0.0,2.49869802,66,0.0,'Substation',' ',37.77848161,-121.6259513
2,3,0.0,0.0,Alameda County,0.0,0.0,66,0.0,'Substation',' ',37.7483765,-121.6772083
3,4,14.4095001,0.0,Alameda County,0.0,4.67193734,230,0.0,'Substation',' ',37.69128098,-122.0612774
4,5,73.303644,0.0,Alameda County,0.0,23.7669614,115,0.0,'Substation',' ',37.59578193,-122.0174353
5,6,-0.6513561696506882,0.0,Trinity County,0.15792029999999996,0.0,66,0.0,'Substation',' ',40.09403073,-123.5091868
6,7,82.24547,0.0,Alameda County,0.0,26.6661356,115,0.0,'Substation',' ',37.55699202,-122.05794
7,8,41.5668919,0.0,Alameda County,0.0,13.4770751,115,0.0,'Substation',' ',37.73868954,-122.1937991
8,9,5.13385953,0.0,Alameda County,0.0,1.66453173,115,0.0,'Substation',' ',37.49369132,-121.9394285
9,10,15.7564177,0.0,Alameda County,0.0,5.10864331,115,0.0,'Substation',' ',37.67126804,-122.1595387
10,11,3.97527667,0.0,Alameda County,0.0,1.28888882,115,0.0,'Substation',' ',37.876174,-122.245764
11,12,3.70472046,0.0,Alameda County,0.0,1.20116741,66,0.0,'Substation',' ',37.66794608,-121.8318768
12,13,22.1987667,0.0,Alameda County,0.0,7.19742162,115,0.0,'Substation',' ',37.59531056,-122.0174915
13,14,24.3529137,0.0,Alameda County,0.0,7.89585248,66,0.0,'Substation',' ',37.70853376,-121.9070045
14,15,15.7817829,0.0,Alameda County,0.0,5.11686738,66,0.0,'Substation',' ',37.68002781,-121.7805048
15,16,14.2363996,0.0,Alameda County,0.0,4.61581365,66,0.0,'Substation',' ',37.71164362,-121.8938504
16,17,29.3869806,0.0,Alameda County,0.0,9.52802882,66,0.0,'Substation',' ',37.67255501,-121.859528
17,18,0.0,0.0,Alameda County,0.0,0.0,230,0.0,'Substation',' ',37.79905699,-121.6199438
18,19,29.8340485,0.0,Alameda County,0.0,9.67297994,115,0.0,'Substation',' ',37.71062477,-122.1481883
19,20,45.9444818,0.0,Alameda County,0.0,14.8964044,115,0.0,'Substation',' ',37.76299826,-122.2144948
20,21,1.3923078488746823,0.0,Alameda County,1.2310353,2.62114437,115,1.0190220848140965,'Substation',' ',37.58690266,-121.869684
21,22,5.25000814,0.0,Alameda County,0.0,1.70219015,115,0.0,'Substation',' ',37.60924399,-121.842671
22,23,0.0,0.0,Alameda County,0.0,0.0,66,0.0,'Substation',' ',37.71111924,-121.7158749
23,24,5.1427276,0.0,Alameda County,0.0,1.66740699,66,0.0,'Substation',' ',37.66968929,-121.8544376
24,25,2.79782173,0.0,Amador County,0.0,0.907127086,66,0.0,'Substation',' ',38.408767,-120.822098
25,26,3.39589982,0.0,Amador County,0.0,1.10103967,66,0.0,'Substation',' ',38.34219061,-120.9349804
26,27,3.32624512,0.0,Amador County,0.0,1.07845579,66,0.0,'Substation',' ',38.37390104,-120.9575497
27,28,0.0,0.0,Amador County,0.0,0.0,66,0.0,'Substation',' ',38.27717343,-120.9138995
28,29,5.15920749,0.0,Amador County,0.0,1.6727502,66,0.0,'Substation',' ',38.36910799,-120.796754
29,30,2.89240364,0.0,Amador County,0.0,0.937793019,66,0.0,'Substation',' ',38.36863575,-120.8054803
30,31,1.63291258,0.0,Amador County,0.0,0.529433029,66,0.0,'Substation',' ',38.48076425,-120.8449436
31,32,0.0,0.0,Amador County,0.0,0.0,115,0.0,'Substation',' ',38.4984199,-120.2184202
32,33,3.12638208,0.0,Amador County,0.0,1.01365496,66,0.0,'Substation',' ',38.4127977,-120.6602339
33,34,-6.692000051125318,0.0,San Joaquin County,1.2310353,0.0,115,0.0,'Substation',' ',37.71296547,-121.4775277
34,35,0.0,0.0,Butte County,0.0,0.0,66,0.0,'Substation',' ',39.48122633,-121.5654854
35,36,5.21456733,0.0,Butte County,0.0,1.69069931,66,0.0,'Substation',' ',39.36471317,-121.6856152
36,37,8.15150303,0.0,Butte County,0.0,2.64293079,66,0.0,'Substation',' ',39.47437782,-121.5747818
37,38,1.65899616,0.0,Butte County,0.0,0.537890007,66,0.0,'Substation',' ',39.4087526,-121.6886266
38,39,2.084188134527961,0.0,Santa Barbara County,0.0,1.22563496,115,0.0,'Substation',' ',34.64326979,-120.4372802
39,40,-0.11923053994038185,0.0,Butte County,1.2310353000000003,0.0,66,0.0,'Substation',' ',39.81095374,-121.9196266
40,41,2.21397285,0.0,Butte County,0.0,0.717827988,66,0.0,'Substation',' ',39.38767374,-121.4031757
