,bus_i,l_ren,c_vec,county,carb_inten_no_renew,pd,kV,carb_inten_inc_all,Type,Import,Lat,Lon
0,1,40.4710574,0.0,Alameda County,0.0,27.0266007,115,0.0,'Substation',' ',37.77243572,-122.2429162
1,2,8.71344401,0.0,Alameda County,0.0,5.81884406,66,0.0,'Substation',' ',37.77848161,-121.6259513
2,3,0.0,0.0,Alameda County,0.0,0.0,66,0.0,'Substation',' ',37.7483765,-121.6772083
3,4,16.2919504,0.0,Alameda County,0.0,10.879776,230,0.0,'Substation',' ',37.69128098,-122.0612774
4,5,82.879999,0.0,Alameda County,0.0,55.3473218,115,0.0,'Substation',' ',37.59578193,-122.0174353
5,6,0.0,0.0,Trinity County,0.0,0.0,66,0.0,'Substation',' ',40.09403073,-123.5091868
6,7,92.9899803,0.0,Alameda County,0.0,62.0987745,115,0.0,'Substation',' ',37.55699202,-122.05794
7,8,46.9971712,0.0,Alameda County,0.0,31.3847441,115,0.0,'Substation',' ',37.73868954,-122.1937991
8,9,5.80454463,0.0,Alameda County,0.0,3.876279,115,0.0,'Substation',' ',37.49369132,-121.9394285
9,10,17.8148289,0.0,Alameda County,0.0,11.8967553,115,0.0,'Substation',' ',37.67126804,-122.1595387
10,11,4.49460504,0.0,Alameda County,0.0,3.00150042,115,0.0,'Substation',' ',37.876174,-122.245764
11,12,4.18870334,0.0,Alameda County,0.0,2.79721905,66,0.0,'Substation',' ',37.66794608,-121.8318768
12,13,25.0988031,0.0,Alameda County,0.0,16.7609984,115,0.0,'Substation',' ',37.59531056,-122.0174915
13,14,27.5343668,0.0,Alameda County,0.0,18.3874696,66,0.0,'Substation',' ',37.70853376,-121.9070045
14,15,17.8435076,0.0,Alameda County,0.0,11.915907,66,0.0,'Substation',' ',37.68002781,-121.7805048
15,16,16.0962364,0.0,Alameda County,0.0,10.749078,66,0.0,'Substation',' ',37.71164362,-121.8938504
16,17,33.2260826,0.0,Alameda County,0.0,22.1884014,66,0.0,'Substation',' ',37.67255501,-121.859528
17,18,0.0,0.0,Alameda County,0.0,0.0,230,0.0,'Substation',' ',37.79905699,-121.6199438
18,19,33.7315549,0.0,Alameda County,0.0,22.5259562,115,0.0,'Substation',' ',37.71062477,-122.1481883
19,20,51.9466477,0.0,Alameda County,0.0,34.690008,115,0.0,'Substation',' ',37.76299826,-122.2144948
20,21,9.14043829,0.0,Alameda County,0.0,6.10399114,115,0.0,'Substation',' ',37.58690266,-121.869684
21,22,5.93586686,0.0,Alameda County,0.0,3.96397608,115,0.0,'Substation',' ',37.60924399,-121.842671
22,23,0.0,0.0,Alameda County,0.0,0.0,66,0.0,'Substation',' ',37.71111924,-121.7158749
