,bus_i,l_ren,c_vec,county,carb_inten_no_renew,pd,kV,carb_inten_inc_all,Type,Import,Lat,Lon
0,1,40.0747239,0.0,Alameda County,0.0,28.7161654,115,0.0,'Substation',' ',37.77243572,-122.2429162
1,2,8.62811315,0.0,Alameda County,0.0,6.18260839,66,0.0,'Substation',' ',37.77848161,-121.6259513
2,3,0.0,0.0,Alameda County,0.0,0.0,66,0.0,'Substation',' ',37.7483765,-121.6772083
3,4,16.1324032,0.0,Alameda County,0.0,11.5599239,230,0.0,'Substation',' ',37.69128098,-122.0612774
4,5,82.0683543,0.0,Alameda County,0.0,58.807353,115,0.0,'Substation',' ',37.59578193,-122.0174353
5,6,0.0,0.0,Trinity County,0.0,0.0,66,0.0,'Substation',' ',40.09403073,-123.5091868
6,7,92.0793283,0.0,Alameda County,0.0,65.9808718,115,0.0,'Substation',' ',37.55699202,-122.05794
7,8,46.5369273,0.0,Alameda County,0.0,33.3467575,115,0.0,'Substation',' ',37.73868954,-122.1937991
8,9,5.74770065,0.0,Alameda County,0.0,4.11860411,115,0.0,'Substation',' ',37.49369132,-121.9394285
9,10,17.640368,0.0,Alameda County,0.0,12.6404795,115,0.0,'Substation',' ',37.67126804,-122.1595387
10,11,4.45058933,0.0,Alameda County,0.0,3.18913886,115,0.0,'Substation',' ',37.876174,-122.245764
11,12,4.14768332,0.0,Alameda County,0.0,2.97208686,66,0.0,'Substation',' ',37.66794608,-121.8318768
12,13,24.8530102,0.0,Alameda County,0.0,17.8088102,115,0.0,'Substation',' ',37.59531056,-122.0174915
13,14,27.2647225,0.0,Alameda County,0.0,19.5369601,66,0.0,'Substation',' ',37.70853376,-121.9070045
14,15,17.668766,0.0,Alameda County,0.0,12.6608285,66,0.0,'Substation',' ',37.68002781,-121.7805048
15,16,15.9386057,0.0,Alameda County,0.0,11.4210553,66,0.0,'Substation',' ',37.71164362,-121.8938504
16,17,32.9006991,0.0,Alameda County,0.0,23.5755066,66,0.0,'Substation',' ',37.67255501,-121.859528
17,18,0.0,0.0,Alameda County,0.0,0.0,230,0.0,'Substation',' ',37.79905699,-121.6199438
18,19,33.4012214,0.0,Alameda County,0.0,23.9341636,115,0.0,'Substation',' ',37.71062477,-122.1481883
19,20,51.4379335,0.0,Alameda County,0.0,36.8586496,115,0.0,'Substation',' ',37.76299826,-122.2144948
20,21,9.05092588,0.0,Alameda County,0.0,6.48558141,115,0.0,'Substation',' ',37.58690266,-121.869684
21,22,5.87773686,0.0,Alameda County,0.0,4.21178357,115,0.0,'Substation',' ',37.60924399,-121.842671
22,23,0.0,0.0,Alameda County,0.0,0.0,66,0.0,'Substation',' ',37.71111924,-121.7158749
23,24,5.7576291,0.0,Alameda County,0.0,4.12571849,66,0.0,'Substation',' ',37.66968929,-121.8544376
24,25,3.13234938,0.0,Amador County,0.0,2.24453356,66,0.0,'Substation',' ',38.408767,-120.822098
25,26,3.80193803,0.0,Amador County,0.0,2.7243377,66,0.0,'Substation',' ',38.34219061,-120.9349804
26,27,3.72395486,0.0,Amador County,0.0,2.66845765,66,0.0,'Substation',' ',38.37390104,-120.9575497
27,28,0.0,0.0,Amador County,0.0,0.0,66,0.0,'Substation',' ',38.27717343,-120.9138995
28,29,5.77607926,0.0,Amador County,0.0,4.13893924,66,0.0,'Substation',' ',38.36910799,-120.796754
29,30,3.23824017,0.0,Amador County,0.0,2.32041125,66,0.0,'Substation',' ',38.36863575,-120.8054803
30,31,1.82815531,0.0,Amador County,0.0,1.30999306,66,0.0,'Substation',' ',38.48076425,-120.8449436
31,32,0.0,0.0,Amador County,0.0,0.0,115,0.0,'Substation',' ',38.4984199,-120.2184202
32,33,3.50019473,0.0,Amador County,0.0,2.50811886,66,0.0,'Substation',' ',38.4127977,-120.6602339
33,34,0.0,0.0,San Joaquin County,0.0,0.0,115,0.0,'Substation',' ',37.71296547,-121.4775277
34,35,0.0,0.0,Butte County,0.0,0.0,66,0.0,'Substation',' ',39.48122633,-121.5654854
35,36,5.83805842,0.0,Butte County,0.0,4.18335137,66,0.0,'Substation',' ',39.36471317,-121.6856152
36,37,9.12615516,0.0,Butte County,0.0,6.53948812,66,0.0,'Substation',' ',39.47437782,-121.5747818
37,38,1.85735766,0.0,Butte County,0.0,1.33091846,66,0.0,'Substation',' ',39.4087526,-121.6886266
38,39,1.62969452141237,0.0,Santa Barbara County,0.2829892687858981,3.03262779,115,0.1740177588379267,'Substation',' ',34.64326979,-120.4372802
39,40,-0.16148103215989232,0.0,Butte County,0.03281988061519451,0.0,66,0.0,'Substation',' ',39.81095374,-121.9196266
40,41,2.4786913,0.0,Butte County,0.0,1.77614472,66,0.0,'Substation',' ',39.38767374,-121.4031757
41,42,3.52565341,0.0,Butte County,0.0,2.52636167,115,0.0,'Substation',' ',39.71220645,-121.8133571
42,43,0.0,0.0,Butte County,0.0,0.0,115,0.0,'Substation',' ',39.71884016,-121.8209206
43,44,5.96376542,0.0,Butte County,0.0,4.27342867,115,0.0,'Substation',' ',39.72551493,-121.8470758
44,45,-2.939887564968976,0.0,Riverside County,0.18820215121856929,0.0,115,0.0,'Substation',' ',33.81774602,-116.3674057
45,46,0.0,0.0,Butte County,0.0,0.0,115,0.0,'Substation',' ',39.60773551,-121.7683336
46,47,10.0694533,0.0,Glenn County,0.0,7.21542304,66,0.0,'Substation',' ',39.74641854,-122.0113693
47,48,13.6808214,0.0,Butte County,0.0,9.80320492,115,0.0,'Substation',' ',39.7602408,-121.9070486
48,49,0.0,0.0,Butte County,0.0,0.0,66,0.0,'Substation',' ',39.50399795,-121.560155
49,50,0.0,0.0,Butte County,0.0,0.0,66,0.0,'Substation',' ',39.76066295,-121.6187304
50,51,0.0,0.0,Butte County,0.0,0.0,66,0.0,'Substation',' ',39.37824172,-121.6850945
51,52,1.48219991,0.0,Butte County,0.0,1.06209335,115,0.0,'Substation',' ',39.76876106,-121.8240284
52,53,3.27922042,0.0,Butte County,0.0,2.34977629,115,0.0,'Substation',' ',39.48676454,-121.6880242
53,54,0.0,0.0,Butte County,0.0,0.0,115,0.0,'Substation',' ',39.49170026,-121.5409467
54,55,2.24695973,0.0,Calaveras County,0.0,1.61009387,66,0.0,'Substation',' ',38.16989692,-120.6672277
55,56,5.85399261,0.0,Tuolumne County,0.0,4.19476926,115,0.0,'Substation',' ',38.06981688,-120.4221335
56,57,0.0,0.0,Calaveras County,0.0,0.0,66,0.0,'Substation',' ',38.10148065,-120.9261759
57,58,0.0,0.0,Calaveras County,0.0,0.0,115,0.0,'Substation',' ',38.0571528,-120.5339711
58,59,0.0,0.0,Tuolumne County,0.0,0.0,230,0.0,'Substation',' ',37.9446466,-120.5362212
59,60,0.0,0.0,Calaveras County,0.0,0.0,115,0.0,'Substation',' ',38.14698707,-120.4464194
60,61,0.0,0.0,Calaveras County,0.0,0.0,66,0.0,'Substation',' ',38.19974699,-120.719348
61,62,0.0,0.0,Colusa County,0.0,0.0,66,0.0,'Substation',' ',39.01747968,-122.0613948
62,63,5.37213889,0.0,Colusa County,0.0,3.8494895,66,0.0,'Substation',' ',39.21353467,-122.0025503
63,64,4.73954194,0.0,Colusa County,0.0,3.39619234,66,0.0,'Substation',' ',38.96982277,-122.0433322
64,65,5.13021984,0.0,Colusa County,0.0,3.67613865,66,0.0,'Substation',' ',38.96922396,-122.0704684
65,66,0.0,0.0,Colusa County,0.0,0.0,66,0.0,'Substation',' ',39.27695996,-122.1532889
66,67,2.27084296,0.0,Colusa County,0.0,1.62720777,66,0.0,'Substation',' ',39.40274718,-122.0132647
67,68,0.0,0.0,Colusa County,0.0,0.0,66,0.0,'Substation',' ',39.15748765,-122.1477121
68,69,9.78099349053289,0.0,Contra Costa County,0.2279698033365296,9.632489,115,0.06209604655698748,'Substation',' ',37.99392322,-122.1301156
69,70,1.72895729,0.0,Contra Costa County,0.0,1.23891118,66,0.0,'Substation',' ',37.81698936,-121.5871457
70,71,0.0,0.0,Contra Costa County,0.0,0.0,66,0.0,'Substation',' ',38.01132999,-121.748771
71,72,1.73940335,0.0,Contra Costa County,0.0,1.24639647,66,0.0,'Substation',' ',37.88699377,-121.5769277
72,73,0.0,0.0,Contra Costa County,0.0,0.0,66,0.0,'Substation',' ',38.01049965,-121.7562696
73,74,39.14367828911297,0.0,Contra Costa County,0.14873375809111275,29.5878009,115,0.007735286791075557,'Substation',' ',38.02639867,-121.8496279
74,75,1.5924500037187315,0.0,Contra Costa County,0.22796747150671906,3.76483421,115,0.15887213455469967,'Substation',' ',38.01420008,-122.1158065
75,76,0.0,0.0,Contra Costa County,0.0,0.0,66,0.0,'Substation',' ',38.01900393,-122.2354177
76,77,17.9287933,0.0,Contra Costa County,0.0,12.8471551,66,0.0,'Substation',' ',37.92595616,-122.0713843
77,78,2.79555237,0.0,Contra Costa County,0.0,2.00319644,66,0.0,'Substation',' ',37.83870261,-121.6229064
78,79,0.0,0.0,Contra Costa County,0.0,0.0,66,0.0,'Substation',' ',37.92583801,-121.678276
79,80,4.34327203,0.0,Contra Costa County,0.0,3.11223898,115,0.0,'Substation',' ',38.0125913,-122.0426788
80,81,2.80680259,0.0,Contra Costa County,0.0,2.01125796,66,0.0,'Substation',' ',37.88525172,-121.8144465
81,82,39.8166569,0.0,Contra Costa County,0.0,28.5312435,115,0.0,'Substation',' ',37.94410025,-121.9691071
82,83,3.701573178553209,0.0,Contra Costa County,0.14873349078417977,4.19120766,115,0.05460700628981144,'Substation',' ',38.02598429,-121.8633112
83,84,7.87771059,0.0,Contra Costa County,0.0,5.64489579,66,0.0,'Substation',' ',38.01351802,-121.815552
84,85,0.21983206293855684,0.0,Contra Costa County,0.1487330804580242,1.69630778,115,0.13492129379189782,'Substation',' ',38.02728725,-121.8543797
85,86,2.82048784,0.0,Contra Costa County,0.0,2.02106434,115,0.0,'Substation',' ',37.8759552,-122.1870459
86,87,1.1048512930543295,0.0,Contra Costa County,0.4559439916115332,2.19127289,115,0.2912132071196251,'Substation',' ',38.01599634,-121.7739186
87,88,15.0664207,0.0,Contra Costa County,0.0,10.7960776,66,0.0,'Substation',' ',38.012107,-122.26433
88,89,0.0,0.0,Contra Costa County,0.0,0.0,66,0.0,'Substation',' ',37.81672046,-121.5861654
89,90,0.2418797206238552,0.0,Contra Costa County,0.45593969557080594,2.14909559,115,0.4191685604369372,'Substation',' ',38.00163657,-122.0672557
90,91,3.22434461,0.0,Contra Costa County,0.0,2.31045417,66,0.0,'Substation',' ',37.90286541,-121.7226958
91,92,42.7436482,0.0,Contra Costa County,0.0,30.6286245,115,0.0,'Substation',' ',37.96324326,-122.0522531
92,93,24.801273804918946,0.0,Contra Costa County,0.22796911226850636,22.2574382,115,0.04594424368687405,'Substation',' ',37.99592158,-122.3481031
93,94,7.23233004,0.0,Contra Costa County,0.0,5.18243834,66,0.0,'Substation',' ',38.03732601,-122.178096
94,95,24.3836598,0.0,Contra Costa County,0.0,17.4724899,230,0.0,'Substation',' ',37.78241596,-121.9676624
95,96,4.70117409,0.0,Contra Costa County,0.0,3.36869926,66,0.0,'Substation',' ',38.028955,-122.103101
96,97,-2.147452501566503,0.0,Contra Costa County,0.1487337297413499,0.0,66,0.0,'Substation',' ',38.02477032,-121.9609733
97,98,-0.7982415206862433,0.0,Siskiyou County,0.30271852986990283,0.0,66,0.0,'Substation',' ',41.77442883,-123.0350791
98,99,9.01530795,0.0,El Dorado County,0.0,6.46005883,115,0.0,'Substation',' ',38.69341229,-120.8258948
99,100,5.94717647,0.0,Placer County,0.0,4.2615416,115,0.0,'Substation',' ',38.88492041,-121.0671416
100,101,10.5728855,0.0,El Dorado County,0.0,7.57616522,66,0.0,'Substation',' ',38.6349329,-120.9801828
101,102,5.64814822,0.0,El Dorado County,0.0,4.04726827,66,0.0,'Substation',' ',38.91406597,-121.0189822
102,103,0.0,0.0,Placer County,0.0,0.0,115,0.0,'Substation',' ',38.83485899,-121.094821
103,104,5.08528763,0.0,El Dorado County,0.0,3.64394178,66,0.0,'Substation',' ',38.65929769,-120.9472381
104,105,0.0,0.0,El Dorado County,0.0,0.0,66,0.0,'Substation',' ',38.85028861,-120.3819544
