,bus_i,l_ren,c_vec,county,carb_inten_no_renew,pd,kV,carb_inten_inc_all,Type,Import,Lat,Lon
0,1,26.720343,0.0,Alameda County,0.0,18.3008292,115,0.0,'Substation',' ',37.77243572,-122.2429162
1,2,5.75290656,0.0,Alameda County,0.0,3.94017997,66,0.0,'Substation',' ',37.77848161,-121.6259513
2,3,0.0,0.0,Alameda County,0.0,0.0,66,0.0,'Substation',' ',37.7483765,-121.6772083
3,4,10.7564895,0.0,Alameda County,0.0,7.36714636,230,0.0,'Substation',' ',37.69128098,-122.0612774
4,5,54.7201416,0.0,Alameda County,0.0,37.4779607,115,0.0,'Substation',' ',37.59578193,-122.0174353
5,6,0.0,0.0,Trinity County,0.0,0.0,66,0.0,'Substation',' ',40.09403073,-123.5091868
6,7,61.3950887,0.0,Alameda County,0.0,42.0496485,115,0.0,'Substation',' ',37.55699202,-122.05794
7,8,31.029101,0.0,Alameda County,0.0,21.2519082,115,0.0,'Substation',' ',37.73868954,-122.1937991
8,9,3.83235412,0.0,Alameda County,0.0,2.62478884,115,0.0,'Substation',' ',37.49369132,-121.9394285
9,10,11.7619446,0.0,Alameda County,0.0,8.05578504,115,0.0,'Substation',' ',37.67126804,-122.1595387
10,11,2.96748823,0.0,Alameda County,0.0,2.03244005,115,0.0,'Substation',' ',37.876174,-122.245764
11,12,2.76552177,0.0,Alameda County,0.0,1.89411272,66,0.0,'Substation',' ',37.66794608,-121.8318768
12,13,16.5710676,0.0,Alameda County,0.0,11.3495653,115,0.0,'Substation',' ',37.59531056,-122.0174915
13,14,18.1791082,0.0,Alameda County,0.0,12.4509163,66,0.0,'Substation',' ',37.70853376,-121.9070045
14,15,11.7808793,0.0,Alameda County,0.0,8.06875348,66,0.0,'Substation',' ',37.68002781,-121.7805048
15,16,10.6272725,0.0,Alameda County,0.0,7.2786453,66,0.0,'Substation',' ',37.71164362,-121.8938504
16,17,21.9369686,0.0,Alameda County,0.0,15.0246842,66,0.0,'Substation',' ',37.67255501,-121.859528
17,18,0.0,0.0,Alameda County,0.0,0.0,230,0.0,'Substation',' ',37.79905699,-121.6199438
18,19,22.2706982,0.0,Alameda County,0.0,15.2532564,115,0.0,'Substation',' ',37.71062477,-122.1481883
19,20,34.2969108,0.0,Alameda County,0.0,23.4900393,115,0.0,'Substation',' ',37.76299826,-122.2144948
20,21,6.03482243,0.0,Alameda County,0.0,4.13326485,115,0.0,'Substation',' ',37.58690266,-121.869684
21,22,3.91905741,0.0,Alameda County,0.0,2.68417214,115,0.0,'Substation',' ',37.60924399,-121.842671
22,23,0.0,0.0,Alameda County,0.0,0.0,66,0.0,'Substation',' ',37.71111924,-121.7158749
23,24,3.83897398,0.0,Alameda County,0.0,2.6293228,66,0.0,'Substation',' ',37.66968929,-121.8544376
24,25,2.08853465,0.0,Amador County,0.0,1.43044256,66,0.0,'Substation',' ',38.408767,-120.822098
25,26,2.53499154,0.0,Amador County,0.0,1.73622199,66,0.0,'Substation',' ',38.34219061,-120.9349804
26,27,2.4829953,0.0,Amador County,0.0,1.70060964,66,0.0,'Substation',' ',38.37390104,-120.9575497
27,28,0.0,0.0,Amador County,0.0,0.0,66,0.0,'Substation',' ',38.27717343,-120.9138995
28,29,3.85127595,0.0,Amador County,0.0,2.63774845,66,0.0,'Substation',' ',38.36910799,-120.796754
29,30,2.15913871,0.0,Amador County,0.0,1.47879946,66,0.0,'Substation',' ',38.36863575,-120.8054803
30,31,1.21894632,0.0,Amador County,0.0,0.834859357,66,0.0,'Substation',' ',38.48076425,-120.8449436
31,32,0.0,0.0,Amador County,0.0,0.0,115,0.0,'Substation',' ',38.4984199,-120.2184202
32,33,2.33380034,0.0,Amador County,0.0,1.59842564,66,0.0,'Substation',' ',38.4127977,-120.6602339
33,34,0.0,0.0,San Joaquin County,0.0,0.0,115,0.0,'Substation',' ',37.71296547,-121.4775277
34,35,0.0,0.0,Butte County,0.0,0.0,66,0.0,'Substation',' ',39.48122633,-121.5654854
35,36,3.89260134,0.0,Butte County,0.0,2.66605231,66,0.0,'Substation',' ',39.36471317,-121.6856152
36,37,6.08498258,0.0,Butte County,0.0,4.16761966,66,0.0,'Substation',' ',39.47437782,-121.5747818
37,38,1.23841734,0.0,Butte County,0.0,0.848195109,66,0.0,'Substation',' ',39.4087526,-121.6886266
38,39,-0.5691281258439091,0.0,Santa Barbara County,0.0,1.93269549,115,0.0,'Substation',' ',34.64326979,-120.4372802
39,40,-0.15722405816776064,0.0,Butte County,0.03321000812648201,0.0,66,0.0,'Substation',' ',39.81095374,-121.9196266
40,41,1.65269964,0.0,Butte County,0.0,1.13193808,66,0.0,'Substation',' ',39.38767374,-121.4031757
41,42,2.35077524,0.0,Butte County,0.0,1.61005179,115,0.0,'Substation',' ',39.71220645,-121.8133571
42,43,0.0,0.0,Butte County,0.0,0.0,115,0.0,'Substation',' ',39.71884016,-121.8209206
43,44,3.9764181,0.0,Butte County,0.0,2.72345862,115,0.0,'Substation',' ',39.72551493,-121.8470758
44,45,0.0,0.0,Riverside County,0.0,0.0,115,0.0,'Substation',' ',33.81774602,-116.3674057
45,46,0.0,0.0,Butte County,0.0,0.0,115,0.0,'Substation',' ',39.60773551,-121.7683336
46,47,6.556714595829169,0.0,Glenn County,0.033210055864492896,4.59839339,66,0.0007776995522140064,'Substation',' ',39.74641854,-122.0113693
47,48,9.12186545,0.0,Butte County,0.0,6.24758827,115,0.0,'Substation',' ',39.7602408,-121.9070486
48,49,0.0,0.0,Butte County,0.0,0.0,66,0.0,'Substation',' ',39.50399795,-121.560155
49,50,0.0,0.0,Butte County,0.0,0.0,66,0.0,'Substation',' ',39.76066295,-121.6187304
50,51,0.0,0.0,Butte County,0.0,0.0,66,0.0,'Substation',' ',39.37824172,-121.6850945
51,52,0.988276064,0.0,Butte County,0.0,0.676872727,115,0.0,'Substation',' ',39.76876106,-121.8240284
52,53,2.18646282,0.0,Butte County,0.0,1.49751381,115,0.0,'Substation',' ',39.48676454,-121.6880242
53,54,0.0,0.0,Butte County,0.0,0.0,115,0.0,'Substation',' ',39.49170026,-121.5409467
54,55,1.49818961,0.0,Calaveras County,0.0,1.02611378,66,0.0,'Substation',' ',38.16989692,-120.6672277
55,56,3.90322565,0.0,Tuolumne County,0.0,2.67332893,115,0.0,'Substation',' ',38.06981688,-120.4221335
56,57,0.0,0.0,Calaveras County,0.0,0.0,66,0.0,'Substation',' ',38.10148065,-120.9261759
57,58,0.0,0.0,Calaveras County,0.0,0.0,115,0.0,'Substation',' ',38.0571528,-120.5339711
58,59,0.0,0.0,Tuolumne County,0.0,0.0,230,0.0,'Substation',' ',37.9446466,-120.5362212
59,60,0.0,0.0,Calaveras County,0.0,0.0,115,0.0,'Substation',' ',38.14698707,-120.4464194
60,61,0.0,0.0,Calaveras County,0.0,0.0,66,0.0,'Substation',' ',38.19974699,-120.719348
61,62,0.0,0.0,Colusa County,0.0,0.0,66,0.0,'Substation',' ',39.01747968,-122.0613948
62,63,3.58194343,0.0,Colusa County,0.0,2.45328194,66,0.0,'Substation',' ',39.21353467,-122.0025503
63,64,3.16015119,0.0,Colusa County,0.0,2.16439539,66,0.0,'Substation',' ',38.96982277,-122.0433322
64,65,3.42064076,0.0,Colusa County,0.0,2.34280534,66,0.0,'Substation',' ',38.96922396,-122.0704684
65,66,0.0,0.0,Colusa County,0.0,0.0,66,0.0,'Substation',' ',39.27695996,-122.1532889
66,67,1.5141141,0.0,Colusa County,0.0,1.0370205,66,0.0,'Substation',' ',39.40274718,-122.0132647
67,68,0.0,0.0,Colusa County,0.0,0.0,66,0.0,'Substation',' ',39.15748765,-122.1477121
68,69,6.6003907699711775,0.0,Contra Costa County,0.22796936582318783,6.13879095,115,0.06009204327824496,'Substation',' ',37.99392322,-122.1301156
69,70,1.15280474,0.0,Contra Costa County,0.0,0.789558828,66,0.0,'Substation',' ',37.81698936,-121.5871457
70,71,0.0,0.0,Contra Costa County,0.0,0.0,66,0.0,'Substation',' ',38.01132999,-121.748771
71,72,1.15976979,0.0,Contra Costa County,0.0,0.794329207,66,0.0,'Substation',' ',37.88699377,-121.5769277
72,73,0.0,0.0,Contra Costa County,0.0,0.0,66,0.0,'Substation',' ',38.01049965,-121.7562696
73,74,27.531398,0.0,Contra Costa County,0.0,18.8563228,115,0.0,'Substation',' ',38.02639867,-121.8496279
74,75,1.1405767199268908,0.0,Contra Costa County,0.22796658981272344,2.39933106,115,0.1537443137258663,'Substation',' ',38.01420008,-122.1158065
75,76,0.0,0.0,Contra Costa County,0.0,0.0,66,0.0,'Substation',' ',38.01900393,-122.2354177
76,77,11.9542559,0.0,Contra Costa County,0.0,8.18749952,66,0.0,'Substation',' ',37.92595616,-122.0713843
77,78,1.86397088,0.0,Contra Costa County,0.0,1.27663828,66,0.0,'Substation',' ',37.83870261,-121.6229064
78,79,0.0,0.0,Contra Costa County,0.0,0.0,66,0.0,'Substation',' ',37.92583801,-121.678276
79,80,2.89593304,0.0,Contra Costa County,0.0,1.98343172,115,0.0,'Substation',' ',38.0125913,-122.0426788
80,81,1.87147213,0.0,Contra Costa County,0.0,1.2817759,66,0.0,'Substation',' ',37.88525172,-121.8144465
81,82,26.5482736,0.0,Contra Costa County,0.0,18.1829784,115,0.0,'Substation',' ',37.94410025,-121.9691071
82,83,3.89991162,0.0,Contra Costa County,0.0,2.67105914,115,0.0,'Substation',' ',38.02598429,-121.8633112
83,84,5.25256597,0.0,Contra Costa County,0.0,3.59749546,66,0.0,'Substation',' ',38.01351802,-121.815552
84,85,0.8792186119763733,0.0,Contra Costa County,0.2279721550594716,1.08105796,115,0.10098539623847748,'Substation',' ',38.02728725,-121.8543797
85,86,1.88059688,0.0,Contra Costa County,0.0,1.28802547,115,0.0,'Substation',' ',37.8759552,-122.1870459
86,87,2.03897569,0.0,Contra Costa County,0.0,1.39649951,115,0.0,'Substation',' ',38.01599634,-121.7739186
87,88,10.0457319,0.0,Contra Costa County,0.0,6.88034672,66,0.0,'Substation',' ',38.012107,-122.26433
88,89,0.0,0.0,Contra Costa County,0.0,0.0,66,0.0,'Substation',' ',37.81672046,-121.5861654
89,90,-0.36286822047190936,0.0,Contra Costa County,0.22796687256664264,1.3696199,115,0.269333427875667,'Substation',' ',38.00163657,-122.0672557
90,91,2.14987366,0.0,Contra Costa County,0.0,1.4724538,66,0.0,'Substation',' ',37.90286541,-121.7226958
91,92,28.4998826,0.0,Contra Costa County,0.0,19.5196403,115,0.0,'Substation',' ',37.96324326,-122.0522531
92,93,17.58050874236889,0.0,Contra Costa County,0.2279696683349207,14.1846784,115,0.034453280013893875,'Substation',' ',37.99592158,-122.3481031
93,94,4.82225004,0.0,Contra Costa County,0.0,3.30277101,66,0.0,'Substation',' ',38.03732601,-122.178096
94,95,16.2581223,0.0,Contra Costa County,0.0,11.1352283,230,0.0,'Substation',' ',37.78241596,-121.9676624
95,96,3.13456889,0.0,Contra Costa County,0.0,2.14687401,66,0.0,'Substation',' ',38.028955,-122.103101
96,97,0.0,0.0,Contra Costa County,0.0,0.0,66,0.0,'Substation',' ',38.02477032,-121.9609733
97,98,-0.6419992778654261,0.0,Siskiyou County,0.3027164221664709,0.0,66,0.0,'Substation',' ',41.77442883,-123.0350791
98,99,6.01107378,0.0,El Dorado County,0.0,4.11699934,115,0.0,'Substation',' ',38.69341229,-120.8258948
99,100,3.9653572,0.0,Placer County,0.0,2.71588298,115,0.0,'Substation',' ',38.88492041,-121.0671416
100,101,7.04960887,0.0,El Dorado County,0.0,4.8282946,66,0.0,'Substation',' ',38.6349329,-120.9801828
101,102,3.76597623,0.0,El Dorado County,0.0,2.57932646,66,0.0,'Substation',' ',38.91406597,-121.0189822
102,103,0.0,0.0,Placer County,0.0,0.0,115,0.0,'Substation',' ',38.83485899,-121.094821
103,104,3.39068162,0.0,El Dorado County,0.0,2.32228625,66,0.0,'Substation',' ',38.65929769,-120.9472381
104,105,0.0,0.0,El Dorado County,0.0,0.0,66,0.0,'Substation',' ',38.85028861,-120.3819544
105,106,2.5501208,0.0,El Dorado County,0.0,1.74658406,115,0.0,'Substation',' ',38.79337762,-120.619311
