,bus_i,l_ren,c_vec,county,carb_inten_no_renew,pd,kV,carb_inten_inc_all,Type,Import,Lat,Lon
0,1,33.7848594,0.0,Alameda County,0.0,14.400547,115,0.0,'Substation',' ',37.77243572,-122.2429162
1,2,7.27390137,0.0,Alameda County,0.0,3.10044678,66,0.0,'Substation',' ',37.77848161,-121.6259513
2,3,0.0,0.0,Alameda County,0.0,0.0,66,0.0,'Substation',' ',37.7483765,-121.6772083
3,4,13.6003675,0.0,Alameda County,0.0,5.7970563,230,0.0,'Substation',' ',37.69128098,-122.0612774
4,5,69.1874463,0.0,Alameda County,0.0,29.4906384,115,0.0,'Substation',' ',37.59578193,-122.0174353
5,6,-0.7645650734865843,0.0,Trinity County,0.04380985344925935,0.0,66,0.0,'Substation',' ',40.09403073,-123.5091868
6,7,77.627164,0.0,Alameda County,0.0,33.0880058,115,0.0,'Substation',' ',37.55699202,-122.05794
7,8,39.2327979,0.0,Alameda County,0.0,16.7226906,115,0.0,'Substation',' ',37.73868954,-122.1937991
8,9,4.84557947,0.0,Alameda County,0.0,2.06539249,115,0.0,'Substation',' ',37.49369132,-121.9394285
9,10,14.8716521,0.0,Alameda County,0.0,6.33893196,115,0.0,'Substation',' ',37.67126804,-122.1595387
10,11,3.75205414,0.0,Alameda County,0.0,1.59928539,115,0.0,'Substation',' ',37.876174,-122.245764
11,12,3.49669028,0.0,Alameda County,0.0,1.49043843,66,0.0,'Substation',' ',37.66794608,-121.8318768
12,13,20.9522456,0.0,Alameda County,0.0,8.93074005,115,0.0,'Substation',' ',37.59531056,-122.0174915
13,14,22.9854314,0.0,Alameda County,0.0,9.79737051,66,0.0,'Substation',' ',37.70853376,-121.9070045
14,15,14.8955929,0.0,Alameda County,0.0,6.34913655,66,0.0,'Substation',' ',37.68002781,-121.7805048
15,16,13.4369872,0.0,Alameda County,0.0,5.72741665,66,0.0,'Substation',' ',37.71164362,-121.8938504
16,17,27.736822,0.0,Alameda County,0.0,11.8226157,66,0.0,'Substation',' ',37.67255501,-121.859528
17,18,0.0,0.0,Alameda County,0.0,0.0,230,0.0,'Substation',' ',37.79905699,-121.6199438
18,19,28.1587854,0.0,Alameda County,0.0,12.0024745,115,0.0,'Substation',' ',37.71062477,-122.1481883
19,20,43.3645748,0.0,Alameda County,0.0,18.48383,115,0.0,'Substation',' ',37.76299826,-122.2144948
20,21,7.63035218,0.0,Alameda County,0.0,3.25238131,115,0.0,'Substation',' ',37.58690266,-121.869684
21,22,4.955206,0.0,Alameda County,0.0,2.11211999,115,0.0,'Substation',' ',37.60924399,-121.842671
22,23,0.0,0.0,Alameda County,0.0,0.0,66,0.0,'Substation',' ',37.71111924,-121.7158749
23,24,4.85394956,0.0,Alameda County,0.0,2.06896018,66,0.0,'Substation',' ',37.66968929,-121.8544376
24,25,2.64071647,0.0,Amador County,0.0,1.12558591,66,0.0,'Substation',' ',38.408767,-120.822098
25,26,3.20521085,0.0,Amador County,0.0,1.36619747,66,0.0,'Substation',' ',38.34219061,-120.9349804
26,27,3.13946747,0.0,Amador County,0.0,1.33817484,66,0.0,'Substation',' ',38.37390104,-120.9575497
27,28,0.0,0.0,Amador County,0.0,0.0,66,0.0,'Substation',' ',38.27717343,-120.9138995
28,29,4.86950396,0.0,Amador County,0.0,2.07559013,66,0.0,'Substation',' ',38.36910799,-120.796754
29,30,2.72998735,0.0,Amador County,0.0,1.16363696,66,0.0,'Substation',' ',38.36863575,-120.8054803
30,31,1.54122011,0.0,Amador County,0.0,0.656933698,66,0.0,'Substation',' ',38.48076425,-120.8449436
31,32,0.0,0.0,Amador County,0.0,0.0,115,0.0,'Substation',' ',38.4984199,-120.2184202
32,33,2.95082725,0.0,Amador County,0.0,1.25776834,66,0.0,'Substation',' ',38.4127977,-120.6602339
33,34,0.0,0.0,San Joaquin County,0.0,0.0,115,0.0,'Substation',' ',37.71296547,-121.4775277
34,35,0.0,0.0,Butte County,0.0,0.0,66,0.0,'Substation',' ',39.48122633,-121.5654854
35,36,4.92175526,0.0,Butte County,0.0,2.09786186,66,0.0,'Substation',' ',39.36471317,-121.6856152
36,37,7.69377402,0.0,Butte County,0.0,3.2794144,66,0.0,'Substation',' ',39.47437782,-121.5747818
37,38,1.56583902,0.0,Butte County,0.0,0.667427329,66,0.0,'Substation',' ',39.4087526,-121.6886266
38,39,0.2879881312860735,0.0,Santa Barbara County,0.0,1.52079843,115,0.0,'Substation',' ',34.64326979,-120.4372802
39,40,-0.15891518220077433,0.0,Butte County,0.033344739334939456,0.0,66,0.0,'Substation',' ',39.81095374,-121.9196266
40,41,2.08965225,0.0,Butte County,0.0,0.890698849,66,0.0,'Substation',' ',39.38767374,-121.4031757
41,42,2.9722901,0.0,Butte County,0.0,1.26691672,115,0.0,'Substation',' ',39.71220645,-121.8133571
42,43,0.0,0.0,Butte County,0.0,0.0,115,0.0,'Substation',' ',39.71884016,-121.8209206
43,44,5.02773213,0.0,Butte County,0.0,2.14303372,115,0.0,'Substation',' ',39.72551493,-121.8470758
44,45,0.0,0.0,Riverside County,0.0,0.0,115,0.0,'Substation',' ',33.81774602,-116.3674057
45,46,0.0,0.0,Butte County,0.0,0.0,115,0.0,'Substation',' ',39.60773551,-121.7683336
46,47,8.330102311347641,0.0,Glenn County,0.03334491064874914,3.61838141,66,0.0006242229174458763,'Substation',' ',39.74641854,-122.0113693
47,48,11.5335698,0.0,Butte County,0.0,4.91609903,115,0.0,'Substation',' ',39.7602408,-121.9070486
48,49,0.0,0.0,Butte County,0.0,0.0,66,0.0,'Substation',' ',39.50399795,-121.560155
49,50,0.0,0.0,Butte County,0.0,0.0,66,0.0,'Substation',' ',39.76066295,-121.6187304
50,51,0.0,0.0,Butte County,0.0,0.0,66,0.0,'Substation',' ',39.37824172,-121.6850945
51,52,1.24956359,0.0,Butte County,0.0,0.53261726,115,0.0,'Substation',' ',39.76876106,-121.8240284
52,53,2.7645356,0.0,Butte County,0.0,1.1783629,115,0.0,'Substation',' ',39.48676454,-121.6880242
53,54,0.0,0.0,Butte County,0.0,0.0,115,0.0,'Substation',' ',39.49170026,-121.5409467
54,55,1.89429174,0.0,Calaveras County,0.0,0.807427877,66,0.0,'Substation',' ',38.16989692,-120.6672277
55,56,4.9351885,0.0,Tuolumne County,0.0,2.10358768,115,0.0,'Substation',' ',38.06981688,-120.4221335
56,57,0.0,0.0,Calaveras County,0.0,0.0,66,0.0,'Substation',' ',38.10148065,-120.9261759
57,58,0.0,0.0,Calaveras County,0.0,0.0,115,0.0,'Substation',' ',38.0571528,-120.5339711
58,59,0.0,0.0,Tuolumne County,0.0,0.0,230,0.0,'Substation',' ',37.9446466,-120.5362212
59,60,0.0,0.0,Calaveras County,0.0,0.0,115,0.0,'Substation',' ',38.14698707,-120.4464194
60,61,0.0,0.0,Calaveras County,0.0,0.0,66,0.0,'Substation',' ',38.19974699,-120.719348
61,62,0.0,0.0,Colusa County,0.0,0.0,66,0.0,'Substation',' ',39.01747968,-122.0613948
62,63,4.52896341,0.0,Colusa County,0.0,1.93043723,66,0.0,'Substation',' ',39.21353467,-122.0025503
63,64,3.99565468,0.0,Colusa County,0.0,1.70311832,66,0.0,'Substation',' ',38.96982277,-122.0433322
64,65,4.32501435,0.0,Colusa County,0.0,1.84350545,66,0.0,'Substation',' ',38.96922396,-122.0704684
65,66,0.0,0.0,Colusa County,0.0,0.0,66,0.0,'Substation',' ',39.27695996,-122.1532889
66,67,1.91442644,0.0,Colusa County,0.0,0.816010141,66,0.0,'Substation',' ',39.40274718,-122.0132647
67,68,0.0,0.0,Colusa County,0.0,0.0,66,0.0,'Substation',' ',39.15748765,-122.1477121
68,69,10.075691233056983,0.0,Contra Costa County,0.2279707487925983,4.83048864,115,0.02528660124573527,'Substation',' ',37.99392322,-122.1301156
69,70,1.45759155,0.0,Contra Costa County,0.0,0.621287642,66,0.0,'Substation',' ',37.81698936,-121.5871457
70,71,0.0,0.0,Contra Costa County,0.0,0.0,66,0.0,'Substation',' ',38.01132999,-121.748771
71,72,1.46639807,0.0,Contra Costa County,0.0,0.625041355,66,0.0,'Substation',' ',37.88699377,-121.5769277
72,73,0.0,0.0,Contra Costa County,0.0,0.0,66,0.0,'Substation',' ',38.01049965,-121.7562696
73,74,34.8103474,0.0,Contra Costa County,0.0,14.8376537,115,0.0,'Substation',' ',38.02639867,-121.8496279
74,75,3.1723353369416216,0.0,Contra Costa County,0.22797084783427632,1.88798438,115,0.06469690527669804,'Substation',' ',38.01420008,-122.1158065
75,76,0.0,0.0,Contra Costa County,0.0,0.0,66,0.0,'Substation',' ',38.01900393,-122.2354177
76,77,15.114808,0.0,Contra Costa County,0.0,6.44257538,66,0.0,'Substation',' ',37.92595616,-122.0713843
77,78,2.35678091,0.0,Contra Costa County,0.0,1.00456047,66,0.0,'Substation',' ',37.83870261,-121.6229064
78,79,0.0,0.0,Contra Costa County,0.0,0.0,66,0.0,'Substation',' ',37.92583801,-121.678276
79,80,3.66158065,0.0,Contra Costa County,0.0,1.56072173,115,0.0,'Substation',' ',38.0125913,-122.0426788
80,81,2.36626537,0.0,Contra Costa County,0.0,1.00860315,66,0.0,'Substation',' ',37.88525172,-121.8144465
81,82,33.5672967,0.0,Contra Costa County,0.0,14.3078125,115,0.0,'Substation',' ',37.94410025,-121.9691071
82,83,4.93099826,0.0,Contra Costa County,0.0,2.10180162,115,0.0,'Substation',' ',38.02598429,-121.8633112
83,84,6.64127709,0.0,Contra Costa County,0.0,2.83079535,66,0.0,'Substation',' ',38.01351802,-121.815552
84,85,1.99572328,0.0,Contra Costa County,0.0,0.850662321,115,0.0,'Substation',' ',38.02728725,-121.8543797
85,86,2.37780262,0.0,Contra Costa County,0.0,1.01352082,115,0.0,'Substation',' ',37.8759552,-122.1870459
86,87,2.57805474,0.0,Contra Costa County,0.0,1.09887681,115,0.0,'Substation',' ',38.01599634,-121.7739186
87,88,12.7016948,0.0,Contra Costa County,0.0,5.41400366,66,0.0,'Substation',' ',38.012107,-122.26433
88,89,0.0,0.0,Contra Costa County,0.0,0.0,66,0.0,'Substation',' ',37.81672046,-121.5861654
89,90,1.2714361315811804,0.0,Contra Costa County,0.22796475522139933,1.0777258,115,0.11333144076383796,'Substation',' ',38.00163657,-122.0672557
90,91,2.71827273,0.0,Contra Costa County,0.0,1.15864369,66,0.0,'Substation',' ',37.90286541,-121.7226958
91,92,36.0348868,0.0,Contra Costa County,0.0,15.3596046,115,0.0,'Substation',' ',37.96324326,-122.0522531
92,93,22.444957636650457,0.0,Contra Costa County,0.22796902144462144,11.1616325,115,0.03256937219430622,'Substation',' ',37.99592158,-122.3481031
93,94,6.09719119,0.0,Contra Costa County,0.0,2.59888275,66,0.0,'Substation',' ',38.03732601,-122.178096
94,95,20.5565615,0.0,Contra Costa County,0.0,8.76208264,230,0.0,'Substation',' ',37.78241596,-121.9676624
95,96,3.96330878,0.0,Contra Costa County,0.0,1.68933112,66,0.0,'Substation',' ',38.028955,-122.103101
96,97,0.0,0.0,Contra Costa County,0.0,0.0,66,0.0,'Substation',' ',38.02477032,-121.9609733
97,98,-0.6105343052281293,0.0,Siskiyou County,0.30271767609795097,0.0,66,0.0,'Substation',' ',41.77442883,-123.0350791
98,99,7.60032466,0.0,El Dorado County,0.0,3.2395823,115,0.0,'Substation',' ',38.69341229,-120.8258948
99,100,5.01374684,0.0,Placer County,0.0,2.13707259,115,0.0,'Substation',' ',38.88492041,-121.0671416
100,101,8.91343514,0.0,El Dorado County,0.0,3.79928595,66,0.0,'Substation',' ',38.6349329,-120.9801828
101,102,4.7616521,0.0,El Dorado County,0.0,2.02961907,66,0.0,'Substation',' ',38.91406597,-121.0189822
102,103,0.0,0.0,Placer County,0.0,0.0,115,0.0,'Substation',' ',38.83485899,-121.094821
103,104,4.28713442,0.0,El Dorado County,0.0,1.82735941,66,0.0,'Substation',' ',38.65929769,-120.9472381
104,105,0.0,0.0,El Dorado County,0.0,0.0,66,0.0,'Substation',' ',38.85028861,-120.3819544
105,106,3.22434007,0.0,El Dorado County,0.0,1.37435116,115,0.0,'Substation',' ',38.79337762,-120.619311
106,107,20.3476891,0.0,Fresno County,0.0,8.67305234,115,0.0,'Substation',' ',36.54076139,-119.5818423
107,108,16.52650440808199,0.0,Fresno County,0.0,8.44234465,115,0.0,'Substation',' ',36.75773233,-119.6968545
108,109,-2.271325159568713,0.0,Kings County,0.0,0.42998031,66,0.0,'Substation',' ',36.31946224,-119.9470597
109,110,3.12749575848732,0.0,Fresno County,0.0,2.73111026,66,0.0,'Substation',' ',36.23774299,-120.3687036
110,111,0.0,0.0,Fresno County,0.0,0.0,500,0.0,'Substation',' ',36.71509335,-120.7018288
111,112,0.0,0.0,Fresno County,0.0,0.0,66,0.0,'Substation',' ',36.22456945,-120.3814639
112,113,0.0,0.0,Fresno County,0.0,0.0,115,0.0,'Substation',' ',36.70056751,-119.754489
113,114,6.87081993,0.0,Fresno County,0.0,2.92863629,66,0.0,'Substation',' ',36.90286001,-119.773843
114,115,0.9168601604036937,0.0,Fresno County,0.0,1.78884865,66,0.0,'Substation',' ',36.19229514,-120.3552717
115,116,-3.2799139729687607,0.0,Fresno County,0.0,0.0,66,0.0,'Substation',' ',36.63241754,-120.3423122
116,117,7.74907077,0.0,Fresno County,0.0,3.30298423,115,0.0,'Substation',' ',36.52807464,-120.4852632
117,118,-0.08402462541467504,0.0,Fresno County,0.0,1.36221826,66,0.0,'Substation',' ',36.79273987,-120.1141466
118,119,6.004312423968257,0.0,Fresno County,0.0,3.95733157,66,0.0,'Substation',' ',36.28400837,-120.122075
119,120,-0.7974800404825779,0.0,Fresno County,0.0,1.05811374,66,0.0,'Substation',' ',36.44598609,-119.7989666
120,121,0.0,0.0,Fresno County,0.0,0.0,115,0.0,'Substation',' ',36.42931356,-120.3416558
121,122,-1.8025977918221272,0.0,Fresno County,0.0,0.62965678,66,0.0,'Substation',' ',36.83609272,-120.4495568
122,123,-0.13156893848070528,0.0,Fresno County,0.0,1.34193506,66,0.0,'Substation',' ',36.53216946,-119.8814695
123,124,6.96826785,0.0,Fresno County,0.0,2.97017275,115,0.0,'Substation',' ',36.63275972,-120.5319935
124,125,0.0,0.0,Fresno County,0.0,0.0,66,0.0,'Substation',' ',36.89581265,-119.6647064
125,126,1.005974894089586,0.0,Fresno County,0.0,1.82686199,66,0.0,'Substation',' ',36.22650304,-120.3378885
126,127,0.0,0.0,Tulare County,0.0,0.0,66,0.0,'Substation',' ',36.57016948,-119.4190334
127,128,3.28568619,0.0,Fresno County,0.0,1.40049949,66,0.0,'Substation',' ',36.70935277,-119.0289556
128,129,-3.279598908285168,0.0,Fresno County,0.0,0.0,66,0.0,'Substation',' ',36.8505811,-120.4663723
129,130,-3.2799368120487475,0.0,Fresno County,0.0,0.0,66,0.0,'Substation',' ',36.59142343,-120.1761988
130,131,0.0,0.0,Fresno County,0.0,0.0,66,0.0,'Substation',' ',36.18606391,-120.1039111
131,132,-3.2799438817723714,0.0,Fresno County,0.0,0.0,66,0.0,'Substation',' ',36.69153501,-120.060083
132,133,-1.5160147812974818,0.0,Fresno County,0.0,0.751951652,66,0.0,'Substation',' ',36.70562289,-119.882865
133,134,-3.2799438817723727,0.0,Fresno County,0.0,0.0,66,0.0,'Substation',' ',36.706794,-119.880023
134,135,0.0,0.0,Fresno County,0.0,0.0,115,0.0,'Substation',' ',36.69325502,-119.726534
135,136,6.29383283,0.0,Fresno County,0.0,2.6826998,230,0.0,'Substation',' ',36.59336916,-119.9887084
136,137,0.0,0.0,Fresno County,0.0,0.0,66,0.0,'Substation',' ',36.72059631,-120.4589551
137,138,-3.279979991123686,0.0,Fresno County,0.0,0.0,66,0.0,'Substation',' ',36.75624051,-120.3653702
138,139,3.338955883661551,0.0,Fresno County,0.0,2.82127137,66,0.0,'Substation',' ',36.60561902,-119.773307
139,140,11.6921549,0.0,Fresno County,0.0,4.98369475,66,0.0,'Substation',' ',36.60755351,-119.5213101
140,141,0.0,0.0,Fresno County,0.0,0.0,115,0.0,'Substation',' ',36.78995077,-119.4034036
141,142,10.3496347,0.0,Fresno County,0.0,4.4114554,115,0.0,'Substation',' ',36.71022222,-119.5381139
142,143,0.0,0.0,Fresno County,0.0,0.0,66,0.0,'Substation',' ',36.6043472,-119.3762084
143,144,-3.2798069092558015,0.0,Fresno County,0.0,0.0,66,0.0,'Substation',' ',36.62093615,-120.1783513
144,145,0.0,0.0,Fresno County,0.0,0.0,66,0.0,'Substation',' ',36.53108764,-120.1045065
145,146,3.26226002,0.0,Fresno County,0.0,1.39051426,66,0.0,'Substation',' ',36.77054901,-119.393313
146,147,51.7596149,0.0,Fresno County,0.0,22.0621539,115,0.0,'Substation',' ',36.68753802,-119.721984
147,148,4.308569762475637,0.0,Fresno County,0.0,3.23455475,66,0.0,'Substation',' ',36.66108307,-120.3343954
148,149,0.0,0.0,Fresno County,0.0,0.0,66,0.0,'Substation',' ',36.35685741,-120.2512062
149,150,5.5097169,0.0,Fresno County,0.0,2.34847617,115,0.0,'Substation',' ',36.83604392,-120.6203074
150,151,2.89524984,0.0,Glenn County,0.0,1.23407888,66,0.0,'Substation',' ',39.58278564,-122.0104719
151,152,-0.15891666639472585,0.0,Glenn County,0.033345050759309054,0.0,66,0.0,'Substation',' ',39.77596358,-122.1038109
152,153,0.0,0.0,Glenn County,0.0,0.0,66,0.0,'Substation',' ',39.78927916,-122.0513104
153,154,3.44544358,0.0,Glenn County,0.0,1.4685949,230,0.0,'Substation',' ',39.53951119,-122.2630509
154,155,0.0,0.0,Glenn County,0.0,0.0,66,0.0,'Substation',' ',39.725196,-122.178741
155,156,2.94535776,0.0,Glenn County,0.0,1.25543701,66,0.0,'Substation',' ',39.55776855,-122.0047037
156,157,0.0,0.0,Glenn County,0.0,0.0,66,0.0,'Substation',' ',39.531676,-122.1861239
157,158,0.0,0.0,Glenn County,0.0,0.0,66,0.0,'Substation',' ',39.58704303,-122.533157
158,159,0.0,0.0,Humboldt County,0.0,0.0,66,0.0,'Substation',' ',40.87793436,-123.9946333
159,160,7.298122131032815,0.0,Humboldt County,0.04559402587408421,3.22063521,66,0.0015553345534054706,'Substation',' ',40.86708117,-124.0884243
160,161,2.39274887,0.0,Humboldt County,0.0,1.01989155,66,0.0,'Substation',' ',41.16271474,-124.1020064
161,162,0.0,0.0,Humboldt County,0.0,0.0,66,0.0,'Substation',' ',40.90584397,-124.0343692
162,163,0.0,0.0,Humboldt County,0.0,0.0,66,0.0,'Substation',' ',40.8798343,-123.9805907
163,164,0.0,0.0,Humboldt County,0.0,0.0,115,0.0,'Substation',' ',40.47964597,-123.7803098
164,165,0.0,0.0,Humboldt County,0.0,0.0,66,0.0,'Substation',' ',40.80046704,-124.1962938
165,166,0.0,0.0,Humboldt County,0.0,0.0,66,0.0,'Substation',' ',40.21377701,-123.5963844
166,167,1.5543102914625169,0.0,Humboldt County,0.04380817770316699,0.988391047,66,0.014443787859889584,'Substation',' ',40.28584174,-123.8373077
167,168,-0.7645650734865843,0.0,Humboldt County,0.04380985344925935,0.0,66,0.0,'Substation',' ',40.10300786,-123.7928774
168,169,5.668985006672658,0.0,Humboldt County,0.04559362156341971,2.52622656,66,0.0019828294379812808,'Substation',' ',40.78091459,-124.1318534
169,170,-0.2577504120947943,0.0,Humboldt County,0.04559390260315845,0.0,66,0.0,'Substation',' ',40.74032526,-124.2096559
