,bus_i,l_ren,c_vec,county,carb_inten_no_renew,pd,kV,carb_inten_inc_all,Type,Import,Lat,Lon
0,1,40.005237,0.0,Alameda County,0.0,14.8239033,115,0.0,'Substation',' ',37.77243572,-122.2429162
1,2,8.61315256,0.0,Alameda County,0.0,3.19159566,66,0.0,'Substation',' ',37.77848161,-121.6259513
2,3,0.0,0.0,Alameda County,0.0,0.0,66,0.0,'Substation',' ',37.7483765,-121.6772083
3,4,16.1044306,0.0,Alameda County,0.0,5.96748177,230,0.0,'Substation',' ',37.69128098,-122.0612774
4,5,81.9260523,0.0,Alameda County,0.0,30.3576224,115,0.0,'Substation',' ',37.59578193,-122.0174353
5,6,-0.7673332691729159,0.0,Trinity County,0.15792030000000004,0.0,66,0.0,'Substation',' ',40.09403073,-123.5091868
6,7,91.9196683,0.0,Alameda County,0.0,34.0607475,115,0.0,'Substation',' ',37.55699202,-122.05794
7,8,46.4562355,0.0,Alameda County,0.0,17.2143148,115,0.0,'Substation',' ',37.73868954,-122.1937991
8,9,5.73773446,0.0,Alameda County,0.0,2.12611216,115,0.0,'Substation',' ',37.49369132,-121.9394285
9,10,17.6097807,0.0,Alameda County,0.0,6.52528783,115,0.0,'Substation',' ',37.67126804,-122.1595387
10,11,4.44287221,0.0,Alameda County,0.0,1.64630216,115,0.0,'Substation',' ',37.876174,-122.245764
11,12,4.14049155,0.0,Alameda County,0.0,1.53425529,66,0.0,'Substation',' ',37.66794608,-121.8318768
12,13,24.8099169,0.0,Alameda County,0.0,9.19329161,115,0.0,'Substation',' ',37.59531056,-122.0174915
13,14,27.2174474,0.0,Alameda County,0.0,10.0853998,66,0.0,'Substation',' ',37.70853376,-121.9070045
14,15,17.6381295,0.0,Alameda County,0.0,6.53579246,66,0.0,'Substation',' ',37.68002781,-121.7805048
15,16,15.9109691,0.0,Alameda County,0.0,5.8957948,66,0.0,'Substation',' ',37.71164362,-121.8938504
16,17,32.8436507,0.0,Alameda County,0.0,12.1701842,66,0.0,'Substation',' ',37.67255501,-121.859528
17,18,0.0,0.0,Alameda County,0.0,0.0,230,0.0,'Substation',' ',37.79905699,-121.6199438
18,19,33.3433058,0.0,Alameda County,0.0,12.3553309,115,0.0,'Substation',' ',37.71062477,-122.1481883
19,20,51.348743,0.0,Alameda County,0.0,19.0272289,115,0.0,'Substation',' ',37.76299826,-122.2144948
20,21,0.6702319434822286,0.0,Alameda County,1.2310353,3.34799681,115,1.1397173150508733,'Substation',' ',37.58690266,-121.869684
21,22,5.86754512,0.0,Alameda County,0.0,2.17421338,115,0.0,'Substation',' ',37.60924399,-121.842671
22,23,0.0,0.0,Alameda County,0.0,0.0,66,0.0,'Substation',' ',37.71111924,-121.7158749
23,24,5.74764561,0.0,Alameda County,0.0,2.12978473,66,0.0,'Substation',' ',37.66968929,-121.8544376
24,25,3.12691807,0.0,Amador County,0.0,1.15867658,66,0.0,'Substation',' ',38.408767,-120.822098
25,26,3.79534563,0.0,Amador County,0.0,1.40636179,66,0.0,'Substation',' ',38.34219061,-120.9349804
26,27,3.71749772,0.0,Amador County,0.0,1.37751532,66,0.0,'Substation',' ',38.37390104,-120.9575497
27,28,0.0,0.0,Amador County,0.0,0.0,66,0.0,'Substation',' ',38.27717343,-120.9138995
28,29,5.76606396,0.0,Amador County,0.0,2.13660963,66,0.0,'Substation',' ',38.36910799,-120.796754
29,30,3.23262526,0.0,Amador County,0.0,1.19784628,66,0.0,'Substation',' ',38.36863575,-120.8054803
30,31,1.82498541,0.0,Amador County,0.0,0.676246645,66,0.0,'Substation',' ',38.48076425,-120.8449436
31,32,0.0,0.0,Amador County,0.0,0.0,115,0.0,'Substation',' ',38.4984199,-120.2184202
32,33,3.49412561,0.0,Amador County,0.0,1.29474499,66,0.0,'Substation',' ',38.4127977,-120.6602339
33,34,-8.365000076517772,0.0,San Joaquin County,1.2310353,0.0,115,0.0,'Substation',' ',37.71296547,-121.4775277
